DateID,Year,Month,Dayweek,Day of week,WeekdayNum
Date2013057,2013,5,Sunday,Weekend,7
Date2013054,2013,5,Thursday,Weekday,4
Date2013052,2013,5,Tuesday,Weekday,2
Date2013053,2013,5,Wednesday,Weekday,3
Date2013045,2013,4,Friday,Weekday,5
Date2013045,2013,4,Friday,Weekend,5
Date2013041,2013,4,Monday,Weekend,1
Date2013041,2013,4,Monday,Weekday,1
Date2013046,2013,4,Saturday,Weekend,6
Date2013047,2013,4,Sunday,Weekend,7
Date2013044,2013,4,Thursday,Weekday,4
Date2013042,2013,4,Tuesday,Weekday,2
Date2013043,2013,4,Wednesday,Weekday,3
Date2013035,2013,3,Friday,Weekday,5
Date2013035,2013,3,Friday,Weekend,5
Date2013031,2013,3,Monday,Weekday,1
Date2013036,2013,3,Saturday,Weekend,6
Date2013037,2013,3,Sunday,Weekend,7
Date2013034,2013,3,Thursday,Weekday,4
Date2013032,2013,3,Tuesday,Weekday,2
Date2013033,2013,3,Wednesday,Weekday,3
Date2013025,2013,2,Friday,Weekday,5
Date2013025,2013,2,Friday,Weekend,5
Date2013021,2013,2,Monday,Weekend,1
Date2013021,2013,2,Monday,Weekday,1
Date2013026,2013,2,Saturday,Weekend,6
Date2013027,2013,2,Sunday,Weekend,7
Date2013024,2013,2,Thursday,Weekday,4
Date2013022,2013,2,Tuesday,Weekday,2
Date2013023,2013,2,Wednesday,Weekday,3
Date2013015,2013,1,Friday,Weekday,5
Date2013015,2013,1,Friday,Weekend,5
Date2013011,2013,1,Monday,Weekend,1
Date2013011,2013,1,Monday,Weekday,1
Date2013016,2013,1,Saturday,Weekend,6
Date2013017,2013,1,Sunday,Weekend,7
Date2013014,2013,1,Thursday,Weekday,4
Date2013012,2013,1,Tuesday,Weekday,2
Date2013013,2013,1,Wednesday,Weekday,3
Date2012125,2012,12,Friday,Weekday,5
Date2012125,2012,12,Friday,Weekend,5
Date2012121,2012,12,Monday,Weekend,1
Date2012121,2012,12,Monday,Weekday,1
Date2012126,2012,12,Saturday,Weekend,6
Date2012127,2012,12,Sunday,Weekend,7
Date2012124,2012,12,Thursday,Weekday,4
Date2012122,2012,12,Tuesday,Weekday,2
Date2012123,2012,12,Wednesday,Weekday,3
Date2012115,2012,11,Friday,Weekday,5
Date2012115,2012,11,Friday,Weekend,5
Date2012111,2012,11,Monday,Weekend,1
Date2012111,2012,11,Monday,Weekday,1
Date2012116,2012,11,Saturday,Weekend,6
Date2012117,2012,11,Sunday,Weekend,7
Date2012114,2012,11,Thursday,Weekday,4
Date2012112,2012,11,Tuesday,Weekday,2
Date2012113,2012,11,Wednesday,Weekday,3
Date2012105,2012,10,Friday,Weekday,5
Date2012105,2012,10,Friday,Weekend,5
Date2012101,2012,10,Monday,Weekend,1
Date2012101,2012,10,Monday,Weekday,1
Date2012106,2012,10,Saturday,Weekend,6
Date2012107,2012,10,Sunday,Weekend,7
Date2012104,2012,10,Thursday,Weekday,4
Date2012102,2012,10,Tuesday,Weekday,2
Date2012103,2012,10,Wednesday,Weekday,3
Date2012095,2012,9,Friday,Weekday,5
Date2012095,2012,9,Friday,Weekend,5
Date2012091,2012,9,Monday,Weekend,1
Date2012091,2012,9,Monday,Weekday,1
Date2012096,2012,9,Saturday,Weekend,6
Date2012097,2012,9,Sunday,Weekend,7
Date2012094,2012,9,Thursday,Weekday,4
Date2012092,2012,9,Tuesday,Weekday,2
Date2012093,2012,9,Wednesday,Weekday,3
Date2012085,2012,8,Friday,Weekday,5
Date2012085,2012,8,Friday,Weekend,5
Date2012081,2012,8,Monday,Weekend,1
Date2012081,2012,8,Monday,Weekday,1
Date2012086,2012,8,Saturday,Weekend,6
Date2012087,2012,8,Sunday,Weekend,7
Date2012084,2012,8,Thursday,Weekday,4
Date2012082,2012,8,Tuesday,Weekday,2
Date2012083,2012,8,Wednesday,Weekday,3
Date2012075,2012,7,Friday,Weekday,5
Date2012075,2012,7,Friday,Weekend,5
Date2012071,2012,7,Monday,Weekend,1
Date2012071,2012,7,Monday,Weekday,1
Date2012076,2012,7,Saturday,Weekend,6
Date2012077,2012,7,Sunday,Weekend,7
Date2012074,2012,7,Thursday,Weekday,4
Date2012072,2012,7,Tuesday,Weekday,2
Date2012073,2012,7,Wednesday,Weekday,3
Date2012065,2012,6,Friday,Weekday,5
Date2012065,2012,6,Friday,Weekend,5
Date2012061,2012,6,Monday,Weekend,1
Date2012061,2012,6,Monday,Weekday,1
Date2012066,2012,6,Saturday,Weekend,6
Date2012067,2012,6,Sunday,Weekend,7
Date2012064,2012,6,Thursday,Weekday,4
Date2012062,2012,6,Tuesday,Weekday,2
Date2012063,2012,6,Wednesday,Weekday,3
Date2012055,2012,5,Friday,Weekday,5
Date2012055,2012,5,Friday,Weekend,5
Date2012051,2012,5,Monday,Weekday,1
Date2012056,2012,5,Saturday,Weekend,6
Date2012057,2012,5,Sunday,Weekend,7
Date2012054,2012,5,Thursday,Weekday,4
Date2012052,2012,5,Tuesday,Weekday,2
Date2012053,2012,5,Wednesday,Weekday,3
Date2012045,2012,4,Friday,Weekday,5
Date2012045,2012,4,Friday,Weekend,5
Date2012041,2012,4,Monday,Weekend,1
Date2012041,2012,4,Monday,Weekday,1
Date2012046,2012,4,Saturday,Weekend,6
Date2012047,2012,4,Sunday,Weekend,7
Date2012044,2012,4,Thursday,Weekday,4
Date2012042,2012,4,Tuesday,Weekday,2
Date2012043,2012,4,Wednesday,Weekday,3
Date2012035,2012,3,Friday,Weekday,5
Date2012035,2012,3,Friday,Weekend,5
Date2012031,2012,3,Monday,Weekday,1
Date2012036,2012,3,Saturday,Weekend,6
Date2012037,2012,3,Sunday,Weekend,7
Date2012034,2012,3,Thursday,Weekday,4
Date2012032,2012,3,Tuesday,Weekday,2
Date2012033,2012,3,Wednesday,Weekday,3
Date2012025,2012,2,Friday,Weekday,5
Date2012025,2012,2,Friday,Weekend,5
Date2012021,2012,2,Monday,Weekend,1
Date2012021,2012,2,Monday,Weekday,1
Date2012026,2012,2,Saturday,Weekend,6
Date2012027,2012,2,Sunday,Weekend,7
Date2012024,2012,2,Thursday,Weekday,4
Date2012022,2012,2,Tuesday,Weekday,2
Date2012023,2012,2,Wednesday,Weekday,3
Date2012015,2012,1,Friday,Weekday,5
Date2012015,2012,1,Friday,Weekend,5
Date2012011,2012,1,Monday,Weekend,1
Date2012011,2012,1,Monday,Weekday,1
Date2012016,2012,1,Saturday,Weekend,6
Date2012017,2012,1,Sunday,Weekend,7
Date2012014,2012,1,Thursday,Weekday,4
Date2012012,2012,1,Tuesday,Weekday,2
Date2012013,2012,1,Wednesday,Weekday,3
Date2011125,2011,12,Friday,Weekday,5
Date2011125,2011,12,Friday,Weekend,5
Date2011121,2011,12,Monday,Weekday,1
Date2011126,2011,12,Saturday,Weekend,6
Date2011127,2011,12,Sunday,Weekend,7
Date2011124,2011,12,Thursday,Weekday,4
Date2011122,2011,12,Tuesday,Weekday,2
Date2011123,2011,12,Wednesday,Weekday,3
Date2011115,2011,11,Friday,Weekday,5
Date2011115,2011,11,Friday,Weekend,5
Date2011111,2011,11,Monday,Weekend,1
Date2011111,2011,11,Monday,Weekday,1
Date2011116,2011,11,Saturday,Weekend,6
Date2011117,2011,11,Sunday,Weekend,7
Date2011114,2011,11,Thursday,Weekday,4
Date2011112,2011,11,Tuesday,Weekday,2
Date2011113,2011,11,Wednesday,Weekday,3
Date2011105,2011,10,Friday,Weekday,5
Date2011105,2011,10,Friday,Weekend,5
Date2011101,2011,10,Monday,Weekend,1
Date2011101,2011,10,Monday,Weekday,1
Date2011106,2011,10,Saturday,Weekend,6
Date2011107,2011,10,Sunday,Weekend,7
Date2011104,2011,10,Thursday,Weekday,4
Date2011102,2011,10,Tuesday,Weekday,2
Date2011103,2011,10,Wednesday,Weekday,3
Date2011095,2011,9,Friday,Weekday,5
Date2011095,2011,9,Friday,Weekend,5
Date2011091,2011,9,Monday,Weekend,1
Date2011091,2011,9,Monday,Weekday,1
Date2011096,2011,9,Saturday,Weekend,6
Date2011097,2011,9,Sunday,Weekend,7
Date2011094,2011,9,Thursday,Weekday,4
Date2011092,2011,9,Tuesday,Weekday,2
Date2011093,2011,9,Wednesday,Weekday,3
Date2011085,2011,8,Friday,Weekday,5
Date2011085,2011,8,Friday,Weekend,5
Date2011081,2011,8,Monday,Weekday,1
Date2011086,2011,8,Saturday,Weekend,6
Date2011087,2011,8,Sunday,Weekend,7
Date2011084,2011,8,Thursday,Weekday,4
Date2011082,2011,8,Tuesday,Weekday,2
Date2011083,2011,8,Wednesday,Weekday,3
Date2011075,2011,7,Friday,Weekday,5
Date2011075,2011,7,Friday,Weekend,5
Date2011071,2011,7,Monday,Weekday,1
Date2011076,2011,7,Saturday,Weekend,6
Date2011077,2011,7,Sunday,Weekend,7
Date2011074,2011,7,Thursday,Weekday,4
Date2011072,2011,7,Tuesday,Weekday,2
Date2011073,2011,7,Wednesday,Weekday,3
Date2011065,2011,6,Friday,Weekday,5
Date2011065,2011,6,Friday,Weekend,5
Date2011061,2011,6,Monday,Weekend,1
Date2011061,2011,6,Monday,Weekday,1
Date2011066,2011,6,Saturday,Weekend,6
Date2011067,2011,6,Sunday,Weekend,7
Date2011064,2011,6,Thursday,Weekday,4
Date2011062,2011,6,Tuesday,Weekday,2
Date2011063,2011,6,Wednesday,Weekday,3
Date2011055,2011,5,Friday,Weekday,5
Date2011055,2011,5,Friday,Weekend,5
Date2011051,2011,5,Monday,Weekend,1
Date2011051,2011,5,Monday,Weekday,1
Date2011056,2011,5,Saturday,Weekend,6
Date2011057,2011,5,Sunday,Weekend,7
Date2011054,2011,5,Thursday,Weekday,4
Date2011052,2011,5,Tuesday,Weekday,2
Date2011053,2011,5,Wednesday,Weekday,3
Date2011045,2011,4,Friday,Weekday,5
Date2011045,2011,4,Friday,Weekend,5
Date2011041,2011,4,Monday,Weekday,1
Date2011046,2011,4,Saturday,Weekend,6
Date2011047,2011,4,Sunday,Weekend,7
Date2011044,2011,4,Thursday,Weekday,4
Date2011042,2011,4,Tuesday,Weekday,2
Date2011043,2011,4,Wednesday,Weekday,3
Date2011035,2011,3,Friday,Weekday,5
Date2011035,2011,3,Friday,Weekend,5
Date2011031,2011,3,Monday,Weekend,1
Date2011031,2011,3,Monday,Weekday,1
Date2011036,2011,3,Saturday,Weekend,6
Date2011037,2011,3,Sunday,Weekend,7
Date2011034,2011,3,Thursday,Weekday,4
Date2011032,2011,3,Tuesday,Weekday,2
Date2011033,2011,3,Wednesday,Weekday,3
Date2011025,2011,2,Friday,Weekday,5
Date2011025,2011,2,Friday,Weekend,5
Date2011021,2011,2,Monday,Weekend,1
Date2011021,2011,2,Monday,Weekday,1
Date2011026,2011,2,Saturday,Weekend,6
Date2011027,2011,2,Sunday,Weekend,7
Date2011024,2011,2,Thursday,Weekday,4
Date2011022,2011,2,Tuesday,Weekday,2
Date2011023,2011,2,Wednesday,Weekday,3
Date2011015,2011,1,Friday,Weekday,5
Date2011015,2011,1,Friday,Weekend,5
Date2011011,2011,1,Monday,Weekday,1
Date2011016,2011,1,Saturday,Weekend,6
Date2011017,2011,1,Sunday,Weekend,7
Date2011014,2011,1,Thursday,Weekday,4
Date2011012,2011,1,Tuesday,Weekday,2
Date2011013,2011,1,Wednesday,Weekday,3
Date2010125,2010,12,Friday,Weekday,5
Date2010125,2010,12,Friday,Weekend,5
Date2010121,2010,12,Monday,Weekend,1
Date2010121,2010,12,Monday,Weekday,1
Date2010126,2010,12,Saturday,Weekend,6
Date2010127,2010,12,Sunday,Weekend,7
Date2010124,2010,12,Thursday,Weekday,4
Date2010122,2010,12,Tuesday,Weekday,2
Date2010123,2010,12,Wednesday,Weekday,3
Date2010115,2010,11,Friday,Weekday,5
Date2010115,2010,11,Friday,Weekend,5
Date2010111,2010,11,Monday,Weekend,1
Date2010111,2010,11,Monday,Weekday,1
Date2010116,2010,11,Saturday,Weekend,6
Date2010117,2010,11,Sunday,Weekend,7
Date2010114,2010,11,Thursday,Weekday,4
Date2010112,2010,11,Tuesday,Weekday,2
Date2010113,2010,11,Wednesday,Weekday,3
Date2010105,2010,10,Friday,Weekday,5
Date2010105,2010,10,Friday,Weekend,5
Date2010101,2010,10,Monday,Weekend,1
Date2010101,2010,10,Monday,Weekday,1
Date2010106,2010,10,Saturday,Weekend,6
Date2010107,2010,10,Sunday,Weekend,7
Date2010104,2010,10,Thursday,Weekday,4
Date2010102,2010,10,Tuesday,Weekday,2
Date2010103,2010,10,Wednesday,Weekday,3
Date2010095,2010,9,Friday,Weekday,5
Date2010095,2010,9,Friday,Weekend,5
Date2010091,2010,9,Monday,Weekend,1
Date2010091,2010,9,Monday,Weekday,1
Date2010096,2010,9,Saturday,Weekend,6
Date2010097,2010,9,Sunday,Weekend,7
Date2010094,2010,9,Thursday,Weekday,4
Date2010092,2010,9,Tuesday,Weekday,2
Date2010093,2010,9,Wednesday,Weekday,3
Date2010085,2010,8,Friday,Weekday,5
Date2010085,2010,8,Friday,Weekend,5
Date2010081,2010,8,Monday,Weekend,1
Date2010081,2010,8,Monday,Weekday,1
Date2010086,2010,8,Saturday,Weekend,6
Date2010087,2010,8,Sunday,Weekend,7
Date2010084,2010,8,Thursday,Weekday,4
Date2010082,2010,8,Tuesday,Weekday,2
Date2010083,2010,8,Wednesday,Weekday,3
Date2010075,2010,7,Friday,Weekday,5
Date2010075,2010,7,Friday,Weekend,5
Date2010071,2010,7,Monday,Weekend,1
Date2010071,2010,7,Monday,Weekday,1
Date2010076,2010,7,Saturday,Weekend,6
Date2010077,2010,7,Sunday,Weekend,7
Date2010074,2010,7,Thursday,Weekday,4
Date2010072,2010,7,Tuesday,Weekday,2
Date2010073,2010,7,Wednesday,Weekday,3
Date2010065,2010,6,Friday,Weekday,5
Date2010065,2010,6,Friday,Weekend,5
Date2010061,2010,6,Monday,Weekday,1
Date2010066,2010,6,Saturday,Weekend,6
Date2010067,2010,6,Sunday,Weekend,7
Date2010064,2010,6,Thursday,Weekday,4
Date2010062,2010,6,Tuesday,Weekday,2
Date2010063,2010,6,Wednesday,Weekday,3
Date2010055,2010,5,Friday,Weekday,5
Date2010055,2010,5,Friday,Weekend,5
Date2010051,2010,5,Monday,Weekend,1
Date2010051,2010,5,Monday,Weekday,1
Date2010056,2010,5,Saturday,Weekend,6
Date2010057,2010,5,Sunday,Weekend,7
Date2010054,2010,5,Thursday,Weekday,4
Date2010052,2010,5,Tuesday,Weekday,2
Date2010053,2010,5,Wednesday,Weekday,3
Date2010045,2010,4,Friday,Weekday,5
Date2010045,2010,4,Friday,Weekend,5
Date2010041,2010,4,Monday,Weekend,1
Date2010041,2010,4,Monday,Weekday,1
Date2010046,2010,4,Saturday,Weekend,6
Date2010047,2010,4,Sunday,Weekend,7
Date2010044,2010,4,Thursday,Weekday,4
Date2010042,2010,4,Tuesday,Weekday,2
Date2010043,2010,4,Wednesday,Weekday,3
Date2010035,2010,3,Friday,Weekday,5
Date2010035,2010,3,Friday,Weekend,5
Date2010031,2010,3,Monday,Weekend,1
Date2010031,2010,3,Monday,Weekday,1
Date2010036,2010,3,Saturday,Weekend,6
Date2010037,2010,3,Sunday,Weekend,7
Date2010034,2010,3,Thursday,Weekday,4
Date2010032,2010,3,Tuesday,Weekday,2
Date2010033,2010,3,Wednesday,Weekday,3
Date2010025,2010,2,Friday,Weekday,5
Date2010025,2010,2,Friday,Weekend,5
Date2010021,2010,2,Monday,Weekend,1
Date2010021,2010,2,Monday,Weekday,1
Date2010026,2010,2,Saturday,Weekend,6
Date2010027,2010,2,Sunday,Weekend,7
Date2010024,2010,2,Thursday,Weekday,4
Date2010022,2010,2,Tuesday,Weekday,2
Date2010023,2010,2,Wednesday,Weekday,3
Date2010015,2010,1,Friday,Weekday,5
Date2010015,2010,1,Friday,Weekend,5
Date2010011,2010,1,Monday,Weekday,1
Date2010016,2010,1,Saturday,Weekend,6
Date2010017,2010,1,Sunday,Weekend,7
Date2010014,2010,1,Thursday,Weekday,4
Date2010012,2010,1,Tuesday,Weekday,2
Date2010013,2010,1,Wednesday,Weekday,3
Date2009125,2009,12,Friday,Weekday,5
Date2009125,2009,12,Friday,Weekend,5
Date2009121,2009,12,Monday,Weekday,1
Date2009126,2009,12,Saturday,Weekend,6
Date2009127,2009,12,Sunday,Weekend,7
Date2009124,2009,12,Thursday,Weekday,4
Date2009122,2009,12,Tuesday,Weekday,2
Date2009123,2009,12,Wednesday,Weekday,3
Date2009115,2009,11,Friday,Weekday,5
Date2009115,2009,11,Friday,Weekend,5
Date2009111,2009,11,Monday,Weekend,1
Date2009111,2009,11,Monday,Weekday,1
Date2009116,2009,11,Saturday,Weekend,6
Date2009117,2009,11,Sunday,Weekend,7
Date2009114,2009,11,Thursday,Weekday,4
Date2009112,2009,11,Tuesday,Weekday,2
Date2009113,2009,11,Wednesday,Weekday,3
Date2009105,2009,10,Friday,Weekday,5
Date2009105,2009,10,Friday,Weekend,5
Date2009101,2009,10,Monday,Weekend,1
Date2009101,2009,10,Monday,Weekday,1
Date2009106,2009,10,Saturday,Weekend,6
Date2009107,2009,10,Sunday,Weekend,7
Date2009104,2009,10,Thursday,Weekday,4
Date2009102,2009,10,Tuesday,Weekday,2
Date2009103,2009,10,Wednesday,Weekday,3
Date2009095,2009,9,Friday,Weekday,5
Date2009095,2009,9,Friday,Weekend,5
Date2009091,2009,9,Monday,Weekend,1
Date2009091,2009,9,Monday,Weekday,1
Date2009096,2009,9,Saturday,Weekend,6
Date2009097,2009,9,Sunday,Weekend,7
Date2009094,2009,9,Thursday,Weekday,4
Date2009092,2009,9,Tuesday,Weekday,2
Date2009093,2009,9,Wednesday,Weekday,3
Date2009085,2009,8,Friday,Weekday,5
Date2009085,2009,8,Friday,Weekend,5
Date2009081,2009,8,Monday,Weekend,1
Date2009081,2009,8,Monday,Weekday,1
Date2009086,2009,8,Saturday,Weekend,6
Date2009087,2009,8,Sunday,Weekend,7
Date2009084,2009,8,Thursday,Weekday,4
Date2009082,2009,8,Tuesday,Weekday,2
Date2009083,2009,8,Wednesday,Weekday,3
Date2009075,2009,7,Friday,Weekday,5
Date2009075,2009,7,Friday,Weekend,5
Date2009071,2009,7,Monday,Weekend,1
Date2009071,2009,7,Monday,Weekday,1
Date2009076,2009,7,Saturday,Weekend,6
Date2009077,2009,7,Sunday,Weekend,7
Date2009074,2009,7,Thursday,Weekday,4
Date2009072,2009,7,Tuesday,Weekday,2
Date2009073,2009,7,Wednesday,Weekday,3
Date2009065,2009,6,Friday,Weekday,5
Date2009065,2009,6,Friday,Weekend,5
Date2009061,2009,6,Monday,Weekend,1
Date2009061,2009,6,Monday,Weekday,1
Date2009066,2009,6,Saturday,Weekend,6
Date2009067,2009,6,Sunday,Weekend,7
Date2009064,2009,6,Thursday,Weekday,4
Date2009062,2009,6,Tuesday,Weekday,2
Date2009063,2009,6,Wednesday,Weekday,3
Date2009055,2009,5,Friday,Weekday,5
Date2009055,2009,5,Friday,Weekend,5
Date2009051,2009,5,Monday,Weekend,1
Date2009051,2009,5,Monday,Weekday,1
Date2009056,2009,5,Saturday,Weekend,6
Date2009057,2009,5,Sunday,Weekend,7
Date2009054,2009,5,Thursday,Weekday,4
Date2009052,2009,5,Tuesday,Weekday,2
Date2009053,2009,5,Wednesday,Weekday,3
Date2009045,2009,4,Friday,Weekday,5
Date2009045,2009,4,Friday,Weekend,5
Date2009041,2009,4,Monday,Weekend,1
Date2009041,2009,4,Monday,Weekday,1
Date2009046,2009,4,Saturday,Weekend,6
Date2009047,2009,4,Sunday,Weekend,7
Date2009044,2009,4,Thursday,Weekday,4
Date2009042,2009,4,Tuesday,Weekday,2
Date2009043,2009,4,Wednesday,Weekday,3
Date2009035,2009,3,Friday,Weekday,5
Date2009035,2009,3,Friday,Weekend,5
Date2009031,2009,3,Monday,Weekday,1
Date2009036,2009,3,Saturday,Weekend,6
Date2009037,2009,3,Sunday,Weekend,7
Date2009034,2009,3,Thursday,Weekday,4
Date2009032,2009,3,Tuesday,Weekday,2
Date2009033,2009,3,Wednesday,Weekday,3
Date2009025,2009,2,Friday,Weekday,5
Date2009025,2009,2,Friday,Weekend,5
Date2009021,2009,2,Monday,Weekend,1
Date2009021,2009,2,Monday,Weekday,1
Date2009026,2009,2,Saturday,Weekend,6
Date2009027,2009,2,Sunday,Weekend,7
Date2009024,2009,2,Thursday,Weekday,4
Date2009022,2009,2,Tuesday,Weekday,2
Date2009023,2009,2,Wednesday,Weekday,3
Date2009015,2009,1,Friday,Weekday,5
Date2009015,2009,1,Friday,Weekend,5
Date2009011,2009,1,Monday,Weekend,1
Date2009011,2009,1,Monday,Weekday,1
Date2009016,2009,1,Saturday,Weekend,6
Date2009017,2009,1,Sunday,Weekend,7
Date2009014,2009,1,Thursday,Weekday,4
Date2009012,2009,1,Tuesday,Weekday,2
Date2009013,2009,1,Wednesday,Weekday,3
Date2008125,2008,12,Friday,Weekday,5
Date2008125,2008,12,Friday,Weekend,5
Date2008121,2008,12,Monday,Weekend,1
Date2008121,2008,12,Monday,Weekday,1
Date2008126,2008,12,Saturday,Weekend,6
Date2008127,2008,12,Sunday,Weekend,7
Date2008124,2008,12,Thursday,Weekday,4
Date2008122,2008,12,Tuesday,Weekday,2
Date2008123,2008,12,Wednesday,Weekday,3
Date2008115,2008,11,Friday,Weekday,5
Date2008115,2008,11,Friday,Weekend,5
Date2008111,2008,11,Monday,Weekday,1
Date2008116,2008,11,Saturday,Weekend,6
Date2008117,2008,11,Sunday,Weekend,7
Date2008114,2008,11,Thursday,Weekday,4
Date2008112,2008,11,Tuesday,Weekday,2
Date2008113,2008,11,Wednesday,Weekday,3
Date2008105,2008,10,Friday,Weekday,5
Date2008105,2008,10,Friday,Weekend,5
Date2008101,2008,10,Monday,Weekend,1
Date2008101,2008,10,Monday,Weekday,1
Date2008106,2008,10,Saturday,Weekend,6
Date2008107,2008,10,Sunday,Weekend,7
Date2008104,2008,10,Thursday,Weekday,4
Date2008102,2008,10,Tuesday,Weekday,2
Date2008103,2008,10,Wednesday,Weekday,3
Date2008095,2008,9,Friday,Weekday,5
Date2008095,2008,9,Friday,Weekend,5
Date2008091,2008,9,Monday,Weekday,1
Date2008096,2008,9,Saturday,Weekend,6
Date2008097,2008,9,Sunday,Weekend,7
Date2008094,2008,9,Thursday,Weekday,4
Date2008092,2008,9,Tuesday,Weekday,2
Date2008093,2008,9,Wednesday,Weekday,3
Date2008085,2008,8,Friday,Weekday,5
Date2008085,2008,8,Friday,Weekend,5
Date2008081,2008,8,Monday,Weekday,1
Date2008086,2008,8,Saturday,Weekend,6
Date2008087,2008,8,Sunday,Weekend,7
Date2008084,2008,8,Thursday,Weekday,4
Date2008082,2008,8,Tuesday,Weekday,2
Date2008083,2008,8,Wednesday,Weekday,3
Date2008075,2008,7,Friday,Weekday,5
Date2008075,2008,7,Friday,Weekend,5
Date2008071,2008,7,Monday,Weekend,1
Date2008071,2008,7,Monday,Weekday,1
Date2008076,2008,7,Saturday,Weekend,6
Date2008077,2008,7,Sunday,Weekend,7
Date2008074,2008,7,Thursday,Weekday,4
Date2008072,2008,7,Tuesday,Weekday,2
Date2008073,2008,7,Wednesday,Weekday,3
Date2008065,2008,6,Friday,Weekday,5
Date2008065,2008,6,Friday,Weekend,5
Date2008061,2008,6,Monday,Weekend,1
Date2008061,2008,6,Monday,Weekday,1
Date2008066,2008,6,Saturday,Weekend,6
Date2008067,2008,6,Sunday,Weekend,7
Date2008064,2008,6,Thursday,Weekday,4
Date2008062,2008,6,Tuesday,Weekday,2
Date2008063,2008,6,Wednesday,Weekday,3
Date2008055,2008,5,Friday,Weekday,5
Date2008055,2008,5,Friday,Weekend,5
Date2008051,2008,5,Monday,Weekday,1
Date2008056,2008,5,Saturday,Weekend,6
Date2008057,2008,5,Sunday,Weekend,7
Date2008054,2008,5,Thursday,Weekday,4
Date2008052,2008,5,Tuesday,Weekday,2
Date2008053,2008,5,Wednesday,Weekday,3
Date2008045,2008,4,Friday,Weekday,5
Date2008045,2008,4,Friday,Weekend,5
Date2008041,2008,4,Monday,Weekend,1
Date2008041,2008,4,Monday,Weekday,1
Date2008046,2008,4,Saturday,Weekend,6
Date2008047,2008,4,Sunday,Weekend,7
Date2008044,2008,4,Thursday,Weekday,4
Date2008042,2008,4,Tuesday,Weekday,2
Date2008043,2008,4,Wednesday,Weekday,3
Date2008035,2008,3,Friday,Weekday,5
Date2008035,2008,3,Friday,Weekend,5
Date2008031,2008,3,Monday,Weekday,1
Date2008036,2008,3,Saturday,Weekend,6
Date2008037,2008,3,Sunday,Weekend,7
Date2008034,2008,3,Thursday,Weekday,4
Date2008032,2008,3,Tuesday,Weekday,2
Date2008033,2008,3,Wednesday,Weekday,3
Date2008025,2008,2,Friday,Weekday,5
Date2008025,2008,2,Friday,Weekend,5
Date2008021,2008,2,Monday,Weekend,1
Date2008021,2008,2,Monday,Weekday,1
Date2008026,2008,2,Saturday,Weekend,6
Date2008027,2008,2,Sunday,Weekend,7
Date2008024,2008,2,Thursday,Weekday,4
Date2008022,2008,2,Tuesday,Weekday,2
Date2008023,2008,2,Wednesday,Weekday,3
Date2008015,2008,1,Friday,Weekday,5
Date2008015,2008,1,Friday,Weekend,5
Date2008011,2008,1,Monday,Weekend,1
Date2008011,2008,1,Monday,Weekday,1
Date2008016,2008,1,Saturday,Weekend,6
Date2008017,2008,1,Sunday,Weekend,7
Date2008014,2008,1,Thursday,Weekday,4
Date2008012,2008,1,Tuesday,Weekday,2
Date2008013,2008,1,Wednesday,Weekday,3
Date2007125,2007,12,Friday,Weekday,5
Date2007125,2007,12,Friday,Weekend,5
Date2007121,2007,12,Monday,Weekday,1
Date2007126,2007,12,Saturday,Weekend,6
Date2007127,2007,12,Sunday,Weekend,7
Date2007124,2007,12,Thursday,Weekday,4
Date2007122,2007,12,Tuesday,Weekday,2
Date2007123,2007,12,Wednesday,Weekday,3
Date2007115,2007,11,Friday,Weekday,5
Date2007115,2007,11,Friday,Weekend,5
Date2007111,2007,11,Monday,Weekend,1
Date2007111,2007,11,Monday,Weekday,1
Date2007116,2007,11,Saturday,Weekend,6
Date2007117,2007,11,Sunday,Weekend,7
Date2007114,2007,11,Thursday,Weekday,4
Date2007112,2007,11,Tuesday,Weekday,2
Date2007113,2007,11,Wednesday,Weekday,3
Date2007105,2007,10,Friday,Weekday,5
Date2007105,2007,10,Friday,Weekend,5
Date2007101,2007,10,Monday,Weekend,1
Date2007101,2007,10,Monday,Weekday,1
Date2007106,2007,10,Saturday,Weekend,6
Date2007107,2007,10,Sunday,Weekend,7
Date2007104,2007,10,Thursday,Weekday,4
Date2007102,2007,10,Tuesday,Weekday,2
Date2007103,2007,10,Wednesday,Weekday,3
Date2007095,2007,9,Friday,Weekday,5
Date2007095,2007,9,Friday,Weekend,5
Date2007091,2007,9,Monday,Weekend,1
Date2007091,2007,9,Monday,Weekday,1
Date2007096,2007,9,Saturday,Weekend,6
Date2007097,2007,9,Sunday,Weekend,7
Date2007094,2007,9,Thursday,Weekday,4
Date2007092,2007,9,Tuesday,Weekday,2
Date2007093,2007,9,Wednesday,Weekday,3
Date2007085,2007,8,Friday,Weekday,5
Date2007085,2007,8,Friday,Weekend,5
Date2007081,2007,8,Monday,Weekend,1
Date2007081,2007,8,Monday,Weekday,1
Date2007086,2007,8,Saturday,Weekend,6
Date2007087,2007,8,Sunday,Weekend,7
Date2007084,2007,8,Thursday,Weekday,4
Date2007082,2007,8,Tuesday,Weekday,2
Date2007083,2007,8,Wednesday,Weekday,3
Date2007075,2007,7,Friday,Weekday,5
Date2007075,2007,7,Friday,Weekend,5
Date2007071,2007,7,Monday,Weekend,1
Date2007071,2007,7,Monday,Weekday,1
Date2007076,2007,7,Saturday,Weekend,6
