DateID,Year,Month,Dayweek,Day of week,WeekdayNum
Date2019037,2019,3,Sunday,Weekend,7
Date2019034,2019,3,Thursday,Weekday,4
Date2019032,2019,3,Tuesday,Weekday,2
Date2019033,2019,3,Wednesday,Weekday,3
Date2019025,2019,2,Friday,Weekday,5
Date2019025,2019,2,Friday,Weekend,5
Date2019021,2019,2,Monday,Weekend,1
Date2019021,2019,2,Monday,Weekday,1
Date2019026,2019,2,Saturday,Weekend,6
Date2019027,2019,2,Sunday,Weekend,7
Date2019024,2019,2,Thursday,Weekday,4
Date2019022,2019,2,Tuesday,Weekday,2
Date2019023,2019,2,Wednesday,Weekday,3
Date2019015,2019,1,Friday,Weekday,5
Date2019015,2019,1,Friday,Weekend,5
Date2019011,2019,1,Monday,Weekend,1
Date2019011,2019,1,Monday,Weekday,1
Date2019016,2019,1,Saturday,Weekend,6
Date2019017,2019,1,Sunday,Weekend,7
Date2019014,2019,1,Thursday,Weekday,4
Date2019012,2019,1,Tuesday,Weekday,2
Date2019013,2019,1,Wednesday,Weekday,3
Date2018125,2018,12,Friday,Weekday,5
Date2018125,2018,12,Friday,Weekend,5
Date2018121,2018,12,Monday,Weekend,1
Date2018121,2018,12,Monday,Weekday,1
Date2018126,2018,12,Saturday,Weekend,6
Date2018127,2018,12,Sunday,Weekend,7
Date2018124,2018,12,Thursday,Weekday,4
Date2018122,2018,12,Tuesday,Weekday,2
Date2018123,2018,12,Wednesday,Weekday,3
Date2018115,2018,11,Friday,Weekday,5
Date2018115,2018,11,Friday,Weekend,5
Date2018111,2018,11,Monday,Weekend,1
Date2018111,2018,11,Monday,Weekday,1
Date2018116,2018,11,Saturday,Weekend,6
Date2018117,2018,11,Sunday,Weekend,7
Date2018114,2018,11,Thursday,Weekday,4
Date2018112,2018,11,Tuesday,Weekday,2
Date2018113,2018,11,Wednesday,Weekday,3
Date2018105,2018,10,Friday,Weekday,5
Date2018105,2018,10,Friday,Weekend,5
Date2018101,2018,10,Monday,Weekday,1
Date2018106,2018,10,Saturday,Weekend,6
Date2018107,2018,10,Sunday,Weekend,7
Date2018104,2018,10,Thursday,Weekday,4
Date2018102,2018,10,Tuesday,Weekday,2
Date2018103,2018,10,Wednesday,Weekday,3
Date2018095,2018,9,Friday,Weekday,5
Date2018095,2018,9,Friday,Weekend,5
Date2018091,2018,9,Monday,Weekend,1
Date2018091,2018,9,Monday,Weekday,1
Date2018096,2018,9,Saturday,Weekend,6
Date2018097,2018,9,Sunday,Weekend,7
Date2018094,2018,9,Thursday,Weekday,4
Date2018092,2018,9,Tuesday,Weekday,2
Date2018093,2018,9,Wednesday,Weekday,3
Date2018085,2018,8,Friday,Weekday,5
Date2018085,2018,8,Friday,Weekend,5
Date2018081,2018,8,Monday,Weekend,1
Date2018081,2018,8,Monday,Weekday,1
Date2018086,2018,8,Saturday,Weekend,6
Date2018087,2018,8,Sunday,Weekend,7
Date2018084,2018,8,Thursday,Weekday,4
Date2018082,2018,8,Tuesday,Weekday,2
Date2018083,2018,8,Wednesday,Weekday,3
Date2018075,2018,7,Friday,Weekday,5
Date2018075,2018,7,Friday,Weekend,5
Date2018071,2018,7,Monday,Weekend,1
Date2018071,2018,7,Monday,Weekday,1
Date2018076,2018,7,Saturday,Weekend,6
Date2018077,2018,7,Sunday,Weekend,7
Date2018074,2018,7,Thursday,Weekday,4
Date2018072,2018,7,Tuesday,Weekday,2
Date2018073,2018,7,Wednesday,Weekday,3
Date2018065,2018,6,Friday,Weekday,5
Date2018065,2018,6,Friday,Weekend,5
Date2018061,2018,6,Monday,Weekend,1
Date2018061,2018,6,Monday,Weekday,1
Date2018066,2018,6,Saturday,Weekend,6
Date2018067,2018,6,Sunday,Weekend,7
Date2018064,2018,6,Thursday,Weekday,4
Date2018062,2018,6,Tuesday,Weekday,2
Date2018063,2018,6,Wednesday,Weekday,3
Date2018055,2018,5,Friday,Weekday,5
Date2018055,2018,5,Friday,Weekend,5
Date2018051,2018,5,Monday,Weekday,1
Date2018056,2018,5,Saturday,Weekend,6
Date2018057,2018,5,Sunday,Weekend,7
Date2018054,2018,5,Thursday,Weekday,4
Date2018052,2018,5,Tuesday,Weekday,2
Date2018053,2018,5,Wednesday,Weekday,3
Date2018045,2018,4,Friday,Weekday,5
Date2018045,2018,4,Friday,Weekend,5
Date2018041,2018,4,Monday,Weekend,1
Date2018041,2018,4,Monday,Weekday,1
Date2018046,2018,4,Saturday,Weekend,6
Date2018047,2018,4,Sunday,Weekend,7
Date2018044,2018,4,Thursday,Weekday,4
Date2018042,2018,4,Tuesday,Weekday,2
Date2018043,2018,4,Wednesday,Weekday,3
Date2018035,2018,3,Friday,Weekday,5
Date2018035,2018,3,Friday,Weekend,5
Date2018031,2018,3,Monday,Weekend,1
Date2018031,2018,3,Monday,Weekday,1
Date2018036,2018,3,Saturday,Weekend,6
Date2018037,2018,3,Sunday,Weekend,7
Date2018034,2018,3,Thursday,Weekday,4
Date2018032,2018,3,Tuesday,Weekday,2
Date2018033,2018,3,Wednesday,Weekday,3
Date2018025,2018,2,Friday,Weekday,5
Date2018025,2018,2,Friday,Weekend,5
Date2018021,2018,2,Monday,Weekday,1
Date2018026,2018,2,Saturday,Weekend,6
Date2018027,2018,2,Sunday,Weekend,7
Date2018024,2018,2,Thursday,Weekday,4
Date2018022,2018,2,Tuesday,Weekday,2
Date2018023,2018,2,Wednesday,Weekday,3
Date2018015,2018,1,Friday,Weekday,5
Date2018015,2018,1,Friday,Weekend,5
Date2018011,2018,1,Monday,Weekend,1
Date2018011,2018,1,Monday,Weekday,1
Date2018016,2018,1,Saturday,Weekend,6
Date2018017,2018,1,Sunday,Weekend,7
Date2018014,2018,1,Thursday,Weekday,4
Date2018012,2018,1,Tuesday,Weekday,2
Date2018013,2018,1,Wednesday,Weekday,3
Date2017125,2017,12,Friday,Weekday,5
Date2017125,2017,12,Friday,Weekend,5
Date2017121,2017,12,Monday,Weekend,1
Date2017121,2017,12,Monday,Weekday,1
Date2017126,2017,12,Saturday,Weekend,6
Date2017127,2017,12,Sunday,Weekend,7
Date2017124,2017,12,Thursday,Weekday,4
Date2017122,2017,12,Tuesday,Weekday,2
Date2017123,2017,12,Wednesday,Weekday,3
Date2017115,2017,11,Friday,Weekday,5
Date2017115,2017,11,Friday,Weekend,5
Date2017111,2017,11,Monday,Weekend,1
Date2017111,2017,11,Monday,Weekday,1
Date2017116,2017,11,Saturday,Weekend,6
Date2017117,2017,11,Sunday,Weekend,7
Date2017114,2017,11,Thursday,Weekday,4
Date2017112,2017,11,Tuesday,Weekday,2
Date2017113,2017,11,Wednesday,Weekday,3
Date2017105,2017,10,Friday,Weekday,5
Date2017105,2017,10,Friday,Weekend,5
Date2017101,2017,10,Monday,Weekend,1
Date2017101,2017,10,Monday,Weekday,1
Date2017106,2017,10,Saturday,Weekend,6
Date2017107,2017,10,Sunday,Weekend,7
Date2017104,2017,10,Thursday,Weekday,4
Date2017102,2017,10,Tuesday,Weekday,2
Date2017103,2017,10,Wednesday,Weekday,3
Date2017095,2017,9,Friday,Weekday,5
Date2017095,2017,9,Friday,Weekend,5
Date2017091,2017,9,Monday,Weekend,1
Date2017091,2017,9,Monday,Weekday,1
Date2017096,2017,9,Saturday,Weekend,6
Date2017097,2017,9,Sunday,Weekend,7
Date2017094,2017,9,Thursday,Weekday,4
Date2017092,2017,9,Tuesday,Weekday,2
Date2017093,2017,9,Wednesday,Weekday,3
Date2017085,2017,8,Friday,Weekday,5
Date2017085,2017,8,Friday,Weekend,5
Date2017081,2017,8,Monday,Weekend,1
Date2017081,2017,8,Monday,Weekday,1
Date2017086,2017,8,Saturday,Weekend,6
Date2017087,2017,8,Sunday,Weekend,7
Date2017084,2017,8,Thursday,Weekday,4
Date2017082,2017,8,Tuesday,Weekday,2
Date2017083,2017,8,Wednesday,Weekday,3
Date2017075,2017,7,Friday,Weekday,5
Date2017075,2017,7,Friday,Weekend,5
Date2017071,2017,7,Monday,Weekday,1
Date2017076,2017,7,Saturday,Weekend,6
Date2017077,2017,7,Sunday,Weekend,7
Date2017074,2017,7,Thursday,Weekday,4
Date2017072,2017,7,Tuesday,Weekday,2
Date2017073,2017,7,Wednesday,Weekday,3
Date2017065,2017,6,Friday,Weekday,5
Date2017065,2017,6,Friday,Weekend,5
Date2017061,2017,6,Monday,Weekend,1
Date2017061,2017,6,Monday,Weekday,1
Date2017066,2017,6,Saturday,Weekend,6
Date2017067,2017,6,Sunday,Weekend,7
Date2017064,2017,6,Thursday,Weekday,4
Date2017062,2017,6,Tuesday,Weekday,2
Date2017063,2017,6,Wednesday,Weekday,3
Date2017055,2017,5,Friday,Weekday,5
Date2017055,2017,5,Friday,Weekend,5
Date2017051,2017,5,Monday,Weekday,1
Date2017056,2017,5,Saturday,Weekend,6
Date2017057,2017,5,Sunday,Weekend,7
Date2017054,2017,5,Thursday,Weekday,4
Date2017052,2017,5,Tuesday,Weekday,2
Date2017053,2017,5,Wednesday,Weekday,3
Date2017045,2017,4,Friday,Weekday,5
Date2017045,2017,4,Friday,Weekend,5
Date2017041,2017,4,Monday,Weekday,1
Date2017046,2017,4,Saturday,Weekend,6
Date2017047,2017,4,Sunday,Weekend,7
Date2017044,2017,4,Thursday,Weekday,4
Date2017042,2017,4,Tuesday,Weekday,2
Date2017043,2017,4,Wednesday,Weekday,3
Date2017035,2017,3,Friday,Weekday,5
Date2017035,2017,3,Friday,Weekend,5
Date2017031,2017,3,Monday,Weekend,1
Date2017031,2017,3,Monday,Weekday,1
Date2017036,2017,3,Saturday,Weekend,6
Date2017037,2017,3,Sunday,Weekend,7
Date2017034,2017,3,Thursday,Weekday,4
Date2017032,2017,3,Tuesday,Weekday,2
Date2017033,2017,3,Wednesday,Weekday,3
Date2017025,2017,2,Friday,Weekday,5
Date2017025,2017,2,Friday,Weekend,5
Date2017021,2017,2,Monday,Weekday,1
Date2017026,2017,2,Saturday,Weekend,6
Date2017027,2017,2,Sunday,Weekend,7
Date2017024,2017,2,Thursday,Weekday,4
Date2017022,2017,2,Tuesday,Weekday,2
Date2017023,2017,2,Wednesday,Weekday,3
Date2017015,2017,1,Friday,Weekday,5
Date2017015,2017,1,Friday,Weekend,5
Date2017011,2017,1,Monday,Weekend,1
Date2017011,2017,1,Monday,Weekday,1
Date2017016,2017,1,Saturday,Weekend,6
Date2017017,2017,1,Sunday,Weekend,7
Date2017014,2017,1,Thursday,Weekday,4
Date2017012,2017,1,Tuesday,Weekday,2
Date2017013,2017,1,Wednesday,Weekday,3
Date2016125,2016,12,Friday,Weekday,5
Date2016125,2016,12,Friday,Weekend,5
Date2016121,2016,12,Monday,Weekend,1
Date2016121,2016,12,Monday,Weekday,1
Date2016126,2016,12,Saturday,Weekend,6
Date2016127,2016,12,Sunday,Weekend,7
Date2016124,2016,12,Thursday,Weekday,4
Date2016122,2016,12,Tuesday,Weekday,2
Date2016123,2016,12,Wednesday,Weekday,3
Date2016115,2016,11,Friday,Weekday,5
Date2016115,2016,11,Friday,Weekend,5
Date2016111,2016,11,Monday,Weekday,1
Date2016116,2016,11,Saturday,Weekend,6
Date2016117,2016,11,Sunday,Weekend,7
Date2016114,2016,11,Thursday,Weekday,4
Date2016112,2016,11,Tuesday,Weekday,2
Date2016113,2016,11,Wednesday,Weekday,3
Date2016105,2016,10,Friday,Weekday,5
Date2016105,2016,10,Friday,Weekend,5
Date2016101,2016,10,Monday,Weekend,1
Date2016101,2016,10,Monday,Weekday,1
Date2016106,2016,10,Saturday,Weekend,6
Date2016107,2016,10,Sunday,Weekend,7
Date2016104,2016,10,Thursday,Weekday,4
Date2016102,2016,10,Tuesday,Weekday,2
Date2016103,2016,10,Wednesday,Weekday,3
Date2016095,2016,9,Friday,Weekday,5
Date2016095,2016,9,Friday,Weekend,5
Date2016091,2016,9,Monday,Weekend,1
Date2016091,2016,9,Monday,Weekday,1
Date2016096,2016,9,Saturday,Weekend,6
Date2016097,2016,9,Sunday,Weekend,7
Date2016094,2016,9,Thursday,Weekday,4
Date2016092,2016,9,Tuesday,Weekday,2
Date2016093,2016,9,Wednesday,Weekday,3
Date2016085,2016,8,Friday,Weekday,5
Date2016085,2016,8,Friday,Weekend,5
Date2016081,2016,8,Monday,Weekend,1
Date2016081,2016,8,Monday,Weekday,1
Date2016086,2016,8,Saturday,Weekend,6
Date2016087,2016,8,Sunday,Weekend,7
Date2016084,2016,8,Thursday,Weekday,4
Date2016082,2016,8,Tuesday,Weekday,2
Date2016083,2016,8,Wednesday,Weekday,3
Date2016075,2016,7,Friday,Weekday,5
Date2016075,2016,7,Friday,Weekend,5
Date2016071,2016,7,Monday,Weekend,1
Date2016071,2016,7,Monday,Weekday,1
Date2016076,2016,7,Saturday,Weekend,6
Date2016077,2016,7,Sunday,Weekend,7
Date2016074,2016,7,Thursday,Weekday,4
Date2016072,2016,7,Tuesday,Weekday,2
Date2016073,2016,7,Wednesday,Weekday,3
Date2016065,2016,6,Friday,Weekday,5
Date2016065,2016,6,Friday,Weekend,5
Date2016061,2016,6,Monday,Weekend,1
Date2016061,2016,6,Monday,Weekday,1
Date2016066,2016,6,Saturday,Weekend,6
Date2016067,2016,6,Sunday,Weekend,7
Date2016064,2016,6,Thursday,Weekday,4
Date2016062,2016,6,Tuesday,Weekday,2
Date2016063,2016,6,Wednesday,Weekday,3
Date2016055,2016,5,Friday,Weekday,5
Date2016055,2016,5,Friday,Weekend,5
Date2016051,2016,5,Monday,Weekend,1
Date2016051,2016,5,Monday,Weekday,1
Date2016056,2016,5,Saturday,Weekend,6
Date2016057,2016,5,Sunday,Weekend,7
Date2016054,2016,5,Thursday,Weekday,4
Date2016052,2016,5,Tuesday,Weekday,2
Date2016053,2016,5,Wednesday,Weekday,3
Date2016045,2016,4,Friday,Weekday,5
Date2016045,2016,4,Friday,Weekend,5
Date2016041,2016,4,Monday,Weekend,1
Date2016041,2016,4,Monday,Weekday,1
Date2016046,2016,4,Saturday,Weekend,6
Date2016047,2016,4,Sunday,Weekend,7
Date2016044,2016,4,Thursday,Weekday,4
Date2016042,2016,4,Tuesday,Weekday,2
Date2016043,2016,4,Wednesday,Weekday,3
Date2016035,2016,3,Friday,Weekday,5
Date2016035,2016,3,Friday,Weekend,5
Date2016031,2016,3,Monday,Weekend,1
Date2016031,2016,3,Monday,Weekday,1
Date2016036,2016,3,Saturday,Weekend,6
Date2016037,2016,3,Sunday,Weekend,7
Date2016034,2016,3,Thursday,Weekday,4
Date2016032,2016,3,Tuesday,Weekday,2
Date2016033,2016,3,Wednesday,Weekday,3
Date2016025,2016,2,Friday,Weekday,5
Date2016025,2016,2,Friday,Weekend,5
Date2016021,2016,2,Monday,Weekend,1
Date2016021,2016,2,Monday,Weekday,1
Date2016026,2016,2,Saturday,Weekend,6
Date2016027,2016,2,Sunday,Weekend,7
Date2016024,2016,2,Thursday,Weekday,4
Date2016022,2016,2,Tuesday,Weekday,2
Date2016023,2016,2,Wednesday,Weekday,3
Date2016015,2016,1,Friday,Weekday,5
Date2016015,2016,1,Friday,Weekend,5
Date2016011,2016,1,Monday,Weekend,1
Date2016011,2016,1,Monday,Weekday,1
Date2016016,2016,1,Saturday,Weekend,6
Date2016017,2016,1,Sunday,Weekend,7
Date2016014,2016,1,Thursday,Weekday,4
Date2016012,2016,1,Tuesday,Weekday,2
Date2016013,2016,1,Wednesday,Weekday,3
Date2015125,2015,12,Friday,Weekday,5
Date2015121,2015,12,Monday,Weekend,1
Date2015121,2015,12,Monday,Weekday,1
Date2015126,2015,12,Saturday,Weekend,6
Date2015127,2015,12,Sunday,Weekend,7
Date2015124,2015,12,Thursday,Weekday,4
Date2015122,2015,12,Tuesday,Weekday,2
Date2015123,2015,12,Wednesday,Weekday,3
Date2015115,2015,11,Friday,Weekday,5
Date2015115,2015,11,Friday,Weekend,5
Date2015111,2015,11,Monday,Weekend,1
Date2015111,2015,11,Monday,Weekday,1
Date2015116,2015,11,Saturday,Weekend,6
Date2015117,2015,11,Sunday,Weekend,7
Date2015114,2015,11,Thursday,Weekday,4
Date2015112,2015,11,Tuesday,Weekday,2
Date2015113,2015,11,Wednesday,Weekday,3
Date2015105,2015,10,Friday,Weekday,5
Date2015105,2015,10,Friday,Weekend,5
Date2015101,2015,10,Monday,Weekend,1
Date2015101,2015,10,Monday,Weekday,1
Date2015106,2015,10,Saturday,Weekend,6
Date2015107,2015,10,Sunday,Weekend,7
Date2015104,2015,10,Thursday,Weekday,4
Date2015102,2015,10,Tuesday,Weekday,2
Date2015103,2015,10,Wednesday,Weekday,3
Date2015095,2015,9,Friday,Weekday,5
Date2015095,2015,9,Friday,Weekend,5
Date2015091,2015,9,Monday,Weekend,1
Date2015091,2015,9,Monday,Weekday,1
Date2015096,2015,9,Saturday,Weekend,6
Date2015097,2015,9,Sunday,Weekend,7
Date2015094,2015,9,Thursday,Weekday,4
Date2015092,2015,9,Tuesday,Weekday,2
Date2015093,2015,9,Wednesday,Weekday,3
Date2015085,2015,8,Friday,Weekday,5
Date2015085,2015,8,Friday,Weekend,5
Date2015081,2015,8,Monday,Weekend,1
Date2015081,2015,8,Monday,Weekday,1
Date2015086,2015,8,Saturday,Weekend,6
Date2015087,2015,8,Sunday,Weekend,7
Date2015084,2015,8,Thursday,Weekday,4
Date2015082,2015,8,Tuesday,Weekday,2
Date2015083,2015,8,Wednesday,Weekday,3
Date2015075,2015,7,Friday,Weekday,5
Date2015075,2015,7,Friday,Weekend,5
Date2015071,2015,7,Monday,Weekend,1
Date2015071,2015,7,Monday,Weekday,1
Date2015076,2015,7,Saturday,Weekend,6
Date2015077,2015,7,Sunday,Weekend,7
Date2015074,2015,7,Thursday,Weekday,4
Date2015072,2015,7,Tuesday,Weekday,2
Date2015073,2015,7,Wednesday,Weekday,3
Date2015065,2015,6,Friday,Weekday,5
Date2015065,2015,6,Friday,Weekend,5
Date2015061,2015,6,Monday,Weekend,1
Date2015061,2015,6,Monday,Weekday,1
Date2015066,2015,6,Saturday,Weekend,6
Date2015067,2015,6,Sunday,Weekend,7
Date2015064,2015,6,Thursday,Weekday,4
Date2015062,2015,6,Tuesday,Weekday,2
Date2015063,2015,6,Wednesday,Weekday,3
Date2015055,2015,5,Friday,Weekday,5
Date2015055,2015,5,Friday,Weekend,5
Date2015051,2015,5,Monday,Weekday,1
Date2015056,2015,5,Saturday,Weekend,6
Date2015057,2015,5,Sunday,Weekend,7
Date2015054,2015,5,Thursday,Weekday,4
Date2015052,2015,5,Tuesday,Weekday,2
Date2015053,2015,5,Wednesday,Weekday,3
Date2015045,2015,4,Friday,Weekday,5
Date2015045,2015,4,Friday,Weekend,5
Date2015041,2015,4,Monday,Weekend,1
Date2015041,2015,4,Monday,Weekday,1
Date2015046,2015,4,Saturday,Weekend,6
Date2015047,2015,4,Sunday,Weekend,7
Date2015044,2015,4,Thursday,Weekday,4
Date2015042,2015,4,Tuesday,Weekday,2
Date2015043,2015,4,Wednesday,Weekday,3
Date2015035,2015,3,Friday,Weekday,5
Date2015035,2015,3,Friday,Weekend,5
Date2015031,2015,3,Monday,Weekend,1
Date2015031,2015,3,Monday,Weekday,1
Date2015036,2015,3,Saturday,Weekend,6
Date2015037,2015,3,Sunday,Weekend,7
Date2015034,2015,3,Thursday,Weekday,4
Date2015032,2015,3,Tuesday,Weekday,2
Date2015033,2015,3,Wednesday,Weekday,3
Date2015025,2015,2,Friday,Weekday,5
Date2015025,2015,2,Friday,Weekend,5
Date2015021,2015,2,Monday,Weekend,1
Date2015021,2015,2,Monday,Weekday,1
Date2015026,2015,2,Saturday,Weekend,6
Date2015027,2015,2,Sunday,Weekend,7
Date2015024,2015,2,Thursday,Weekday,4
Date2015022,2015,2,Tuesday,Weekday,2
Date2015023,2015,2,Wednesday,Weekday,3
Date2015015,2015,1,Friday,Weekday,5
Date2015015,2015,1,Friday,Weekend,5
Date2015011,2015,1,Monday,Weekend,1
Date2015011,2015,1,Monday,Weekday,1
Date2015016,2015,1,Saturday,Weekend,6
Date2015017,2015,1,Sunday,Weekend,7
Date2015014,2015,1,Thursday,Weekday,4
Date2015012,2015,1,Tuesday,Weekday,2
Date2015013,2015,1,Wednesday,Weekday,3
Date2014125,2014,12,Friday,Weekday,5
Date2014125,2014,12,Friday,Weekend,5
Date2014121,2014,12,Monday,Weekend,1
Date2014121,2014,12,Monday,Weekday,1
Date2014126,2014,12,Saturday,Weekend,6
Date2014127,2014,12,Sunday,Weekend,7
Date2014124,2014,12,Thursday,Weekday,4
Date2014122,2014,12,Tuesday,Weekday,2
Date2014123,2014,12,Wednesday,Weekday,3
Date2014115,2014,11,Friday,Weekday,5
Date2014115,2014,11,Friday,Weekend,5
Date2014111,2014,11,Monday,Weekday,1
Date2014116,2014,11,Saturday,Weekend,6
Date2014117,2014,11,Sunday,Weekend,7
Date2014114,2014,11,Thursday,Weekday,4
Date2014112,2014,11,Tuesday,Weekday,2
Date2014113,2014,11,Wednesday,Weekday,3
Date2014105,2014,10,Friday,Weekday,5
Date2014105,2014,10,Friday,Weekend,5
Date2014101,2014,10,Monday,Weekend,1
Date2014101,2014,10,Monday,Weekday,1
Date2014106,2014,10,Saturday,Weekend,6
Date2014107,2014,10,Sunday,Weekend,7
Date2014104,2014,10,Thursday,Weekday,4
Date2014102,2014,10,Tuesday,Weekday,2
Date2014103,2014,10,Wednesday,Weekday,3
Date2014095,2014,9,Friday,Weekday,5
Date2014095,2014,9,Friday,Weekend,5
Date2014091,2014,9,Monday,Weekend,1
Date2014091,2014,9,Monday,Weekday,1
Date2014096,2014,9,Saturday,Weekend,6
Date2014097,2014,9,Sunday,Weekend,7
Date2014094,2014,9,Thursday,Weekday,4
Date2014092,2014,9,Tuesday,Weekday,2
Date2014093,2014,9,Wednesday,Weekday,3
Date2014085,2014,8,Friday,Weekday,5
Date2014085,2014,8,Friday,Weekend,5
Date2014081,2014,8,Monday,Weekday,1
Date2014086,2014,8,Saturday,Weekend,6
Date2014087,2014,8,Sunday,Weekend,7
Date2014084,2014,8,Thursday,Weekday,4
Date2014082,2014,8,Tuesday,Weekday,2
Date2014083,2014,8,Wednesday,Weekday,3
Date2014075,2014,7,Friday,Weekday,5
Date2014075,2014,7,Friday,Weekend,5
Date2014071,2014,7,Monday,Weekend,1
Date2014071,2014,7,Monday,Weekday,1
Date2014076,2014,7,Saturday,Weekend,6
Date2014077,2014,7,Sunday,Weekend,7
Date2014074,2014,7,Thursday,Weekday,4
Date2014072,2014,7,Tuesday,Weekday,2
Date2014073,2014,7,Wednesday,Weekday,3
Date2014065,2014,6,Friday,Weekday,5
Date2014065,2014,6,Friday,Weekend,5
Date2014061,2014,6,Monday,Weekday,1
Date2014066,2014,6,Saturday,Weekend,6
Date2014067,2014,6,Sunday,Weekend,7
Date2014064,2014,6,Thursday,Weekday,4
Date2014062,2014,6,Tuesday,Weekday,2
Date2014063,2014,6,Wednesday,Weekday,3
Date2014055,2014,5,Friday,Weekday,5
Date2014055,2014,5,Friday,Weekend,5
Date2014051,2014,5,Monday,Weekday,1
Date2014056,2014,5,Saturday,Weekend,6
Date2014057,2014,5,Sunday,Weekend,7
Date2014054,2014,5,Thursday,Weekday,4
Date2014052,2014,5,Tuesday,Weekday,2
Date2014053,2014,5,Wednesday,Weekday,3
Date2014045,2014,4,Friday,Weekday,5
Date2014045,2014,4,Friday,Weekend,5
Date2014041,2014,4,Monday,Weekend,1
Date2014041,2014,4,Monday,Weekday,1
Date2014046,2014,4,Saturday,Weekend,6
Date2014047,2014,4,Sunday,Weekend,7
Date2014044,2014,4,Thursday,Weekday,4
Date2014042,2014,4,Tuesday,Weekday,2
Date2014043,2014,4,Wednesday,Weekday,3
Date2014035,2014,3,Friday,Weekday,5
Date2014035,2014,3,Friday,Weekend,5
Date2014031,2014,3,Monday,Weekend,1
Date2014031,2014,3,Monday,Weekday,1
Date2014036,2014,3,Saturday,Weekend,6
Date2014037,2014,3,Sunday,Weekend,7
Date2014034,2014,3,Thursday,Weekday,4
Date2014032,2014,3,Tuesday,Weekday,2
Date2014033,2014,3,Wednesday,Weekday,3
Date2014025,2014,2,Friday,Weekday,5
Date2014025,2014,2,Friday,Weekend,5
Date2014021,2014,2,Monday,Weekend,1
Date2014021,2014,2,Monday,Weekday,1
Date2014026,2014,2,Saturday,Weekend,6
Date2014027,2014,2,Sunday,Weekend,7
Date2014024,2014,2,Thursday,Weekday,4
Date2014022,2014,2,Tuesday,Weekday,2
Date2014023,2014,2,Wednesday,Weekday,3
Date2014015,2014,1,Friday,Weekday,5
Date2014015,2014,1,Friday,Weekend,5
Date2014011,2014,1,Monday,Weekend,1
Date2014011,2014,1,Monday,Weekday,1
Date2014016,2014,1,Saturday,Weekend,6
Date2014017,2014,1,Sunday,Weekend,7
Date2014014,2014,1,Thursday,Weekday,4
Date2014012,2014,1,Tuesday,Weekday,2
Date2014013,2014,1,Wednesday,Weekday,3
Date2013125,2013,12,Friday,Weekday,5
Date2013125,2013,12,Friday,Weekend,5
Date2013121,2013,12,Monday,Weekend,1
Date2013121,2013,12,Monday,Weekday,1
Date2013126,2013,12,Saturday,Weekend,6
Date2013127,2013,12,Sunday,Weekend,7
Date2013124,2013,12,Thursday,Weekday,4
Date2013122,2013,12,Tuesday,Weekday,2
Date2013123,2013,12,Wednesday,Weekday,3
Date2013115,2013,11,Friday,Weekday,5
Date2013115,2013,11,Friday,Weekend,5
Date2013111,2013,11,Monday,Weekend,1
Date2013111,2013,11,Monday,Weekday,1
Date2013116,2013,11,Saturday,Weekend,6
Date2013117,2013,11,Sunday,Weekend,7
Date2013114,2013,11,Thursday,Weekday,4
Date2013112,2013,11,Tuesday,Weekday,2
Date2013113,2013,11,Wednesday,Weekday,3
Date2013105,2013,10,Friday,Weekday,5
Date2013105,2013,10,Friday,Weekend,5
Date2013101,2013,10,Monday,Weekend,1
Date2013101,2013,10,Monday,Weekday,1
Date2013106,2013,10,Saturday,Weekend,6
Date2013107,2013,10,Sunday,Weekend,7
Date2013104,2013,10,Thursday,Weekday,4
Date2013102,2013,10,Tuesday,Weekday,2
Date2013103,2013,10,Wednesday,Weekday,3
Date2013095,2013,9,Friday,Weekday,5
Date2013095,2013,9,Friday,Weekend,5
Date2013091,2013,9,Monday,Weekend,1
Date2013091,2013,9,Monday,Weekday,1
Date2013096,2013,9,Saturday,Weekend,6
Date2013097,2013,9,Sunday,Weekend,7
Date2013094,2013,9,Thursday,Weekday,4
Date2013092,2013,9,Tuesday,Weekday,2
Date2013093,2013,9,Wednesday,Weekday,3
Date2013085,2013,8,Friday,Weekday,5
Date2013085,2013,8,Friday,Weekend,5
Date2013081,2013,8,Monday,Weekday,1
Date2013086,2013,8,Saturday,Weekend,6
Date2013087,2013,8,Sunday,Weekend,7
Date2013084,2013,8,Thursday,Weekday,4
Date2013082,2013,8,Tuesday,Weekday,2
Date2013083,2013,8,Wednesday,Weekday,3
Date2013075,2013,7,Friday,Weekday,5
Date2013075,2013,7,Friday,Weekend,5
Date2013071,2013,7,Monday,Weekday,1
Date2013076,2013,7,Saturday,Weekend,6
Date2013077,2013,7,Sunday,Weekend,7
Date2013074,2013,7,Thursday,Weekday,4
Date2013072,2013,7,Tuesday,Weekday,2
Date2013073,2013,7,Wednesday,Weekday,3
Date2013065,2013,6,Friday,Weekday,5
Date2013065,2013,6,Friday,Weekend,5
Date2013061,2013,6,Monday,Weekday,1
Date2013066,2013,6,Saturday,Weekend,6
Date2013067,2013,6,Sunday,Weekend,7
Date2013064,2013,6,Thursday,Weekday,4
Date2013062,2013,6,Tuesday,Weekday,2
Date2013063,2013,6,Wednesday,Weekday,3
Date2013055,2013,5,Friday,Weekday,5
Date2013055,2013,5,Friday,Weekend,5
Date2013051,2013,5,Monday,Weekday,1
Date2013056,2013,5,Saturday,Weekend,6
