Crash ID,DateID,LocationID,Crash Type,Number Fatalities,Speed Limit,National LGA Name 2021,TimeID,VehicleID,EventID,PeopleID
20241115,Date2024125,Loc1,Single,1,Fast,Wagga Wagga,Time1,Veh1,Event1,Peop1
20241125,,Loc2,Single,1,Medium,Hawkesbury,Time2,Veh1,Event2,Peop2
20246013,,Loc3,Multiple,1,Medium,Northern Midlands,Time3,Veh1,Event1,Peop3
20241002,,Loc4,Multiple,1,Fast,Armidale Regional,Time4,Veh1,Event2,Peop4
20242261,,Loc5,Multiple,1,,,Time5,Veh2,Event2,Peop5
20243185,,Loc6,Multiple,1,Fast,Lockyer Valley,Time6,Veh1,Event2,Peop6
20244016,,Loc7,Single,1,Fast,Wakefield,Time7,Veh1,Event1,Peop7
20245001,,Loc8,Single,1,Fast,,Time8,Veh1,Event2,Peop8
20243168,Date2024125,Loc9,Multiple,1,Medium,Southern Downs,Time9,Veh1,Event2,Peop9
20246003,,Loc10,Multiple,1,Medium,Brighton,Time10,Veh1,Event2,Peop10
20246001,,Loc11,Multiple,1,Fast,West Tamar,Time11,Veh1,Event2,Peop11
20244081,,Loc12,Single,1,Medium,Mid Murray,Time12,Veh1,Event2,Peop12
20241087,,Loc13,Single,1,Medium,Blue Mountains,Time13,Veh1,Event2,Peop13
20241054,,Loc14,Multiple,1,Fast,Upper Lachlan,Time14,Veh3,Event2,Peop14
20244042,Date2024121,,Single,1,Fast,Wattle Range,Time15,Veh1,Event2,Peop15
20242183,,,Single,1,,,Time16,Veh2,Event2,Peop16
20242171,,,Multiple,1,,,Time17,Veh2,Event1,Peop17
20243246,Date2024121,Loc15,Single,1,Medium,Cairns,Time18,Veh1,Event2,Peop18
20248007,,Loc16,Single,1,,Unincorporated ACT,Time19,Veh1,Event1,Peop19
20241101,,Loc17,Single,1,Medium,Wollongong,Time20,Veh3,Event2,Peop20
20241216,,,Single,1,Medium,Penrith,Time21,Veh1,Event1,Peop21
20241300,,Loc18,Multiple,1,Fast,Upper Hunter,Time22,Veh1,Event2,Peop22
20243007,,Loc19,Multiple,1,Fast,South Burnett,Time23,Veh1,Event1,Peop23
20241278,,Loc20,Single,1,Fast,Mid-Western Regional,Time24,Veh1,Event2,Peop24
20245005,,,Single,1,Fast,,Time25,Veh1,Event1,Peop25
20241149,,Loc21,Single,1,Low,Canterbury-Bankstown,Time26,Veh1,Event2,Peop26
20247029,,Loc22,Single,1,,,Time27,Veh1,Event1,Peop27
20242156,,,Single,1,,,Time28,Veh2,Event1,Peop28
20245143,,,Single,1,Medium,,Time29,Veh1,Event1,Peop29
20245039,,,Single,2,Fast,,Time30,Veh1,Event1,"Peop30, Peop31"
20242087,Date2024126,Loc23,Single,1,Fast,Mitchell,Time31,Veh2,Event2,Peop32
20241068,,Loc24,Multiple,1,Fast,Greater Hume,Time32,Veh4,Event2,Peop33
20243273,,Loc25,Single,1,Fast,Southern Downs,Time1,Veh1,Event2,Peop34
20242141,,,Multiple,1,,,Time33,Veh2,Event2,Peop35
20245045,,,Single,1,Medium,,Time34,Veh1,Event2,Peop36
20245093,,,Single,1,Medium,,Time35,Veh1,Event2,Peop37
20244020,,Loc26,Multiple,1,Fast,Barossa,Time36,Veh1,Event2,Peop38
20244055,,,Multiple,2,Fast,Wattle Range,Time37,Veh1,Event1,"Peop39, Peop40"
20242095,,,Single,1,,,Time38,Veh2,Event2,Peop41
20245100,,,Single,1,Fast,,Time39,Veh5,Event2,Peop42
20241094,,Loc27,Multiple,1,Medium,Port Macquarie-Hastings,Time40,Veh1,Event1,Peop43
20243209,,,Multiple,1,Medium,Douglas,Time23,Veh1,Event1,Peop46
20243160,,Loc28,Multiple,2,Fast,Mackay,Time23,Veh1,Event1,"Peop44, Peop45"
20244001,,Loc29,Multiple,1,Fast,Yankalilla,Time41,Veh1,Event1,Peop47
20243243,,Loc30,Multiple,1,Medium,Logan,Time42,Veh5,Event2,Peop48
20245119,,,Single,1,Medium,,Time43,Veh1,Event2,Peop49
20246016,,,Single,1,Fast,Dorset,Time44,Veh1,Event2,Peop50
20241119,,Loc31,Multiple,2,Fast,Armidale Regional,Time45,Veh1,Event2,"Peop51, Peop52"
20245133,,,Single,1,Fast,,Time46,Veh1,Event2,Peop53
20245069,,,Single,1,Medium,,Time47,Veh1,Event2,Peop54
20241169,,,Single,1,Medium,Nambucca Valley,Time48,Veh1,Event2,Peop55
20245161,,,Single,1,Medium,,Time49,Veh1,Event2,Peop56
20241291,Date2024127,Loc32,Multiple,1,Fast,Narromine,Time50,Veh3,Event2,Peop57
20243036,,Loc33,Single,1,Fast,Fraser Coast,Time1,Veh1,Event2,Peop58
20244026,,Loc34,Single,1,Medium,Unincorporated SA,Time51,Veh1,Event2,Peop59
20241077,,,Single,1,Medium,Shellharbour,Time52,Veh1,Event2,Peop60
20241028,,,Multiple,1,Medium,Wollongong,Time53,Veh1,Event2,Peop61
20241022,,,Single,1,Fast,Narrabri,Time54,Veh1,Event2,Peop62
20243015,,Loc35,Multiple,1,Medium,Logan,Time55,Veh1,Event2,Peop63
20245068,,,Single,1,Low,,Time56,Veh1,Event2,Peop64
20242229,,,Single,1,,,Time57,Veh2,Event2,Peop65
20244023,,,Single,1,Fast,Barossa,Time58,Veh1,Event2,Peop66
20241098,,,Single,1,Fast,Nambucca Valley,Time59,Veh1,Event2,Peop67
20243114,,Loc36,Single,2,Fast,Cook,Time6,Veh1,Event2,"Peop68, Peop69"
20245092,,,Single,1,Medium,,Time60,Veh1,Event2,Peop70
20241040,,,Multiple,1,Fast,Tenterfield,Time61,Veh1,Event2,Peop71
20242188,,Loc37,Single,1,Fast,Greater Bendigo,Time62,Veh2,Event1,Peop72
20241174,,Loc38,Multiple,1,Medium,Central Coast,Time63,Veh1,Event2,Peop73
20241088,,,Multiple,1,Fast,Tamworth Regional,Time26,Veh1,Event2,Peop74
20245031,,,Single,1,Medium,,Time64,Veh1,Event2,Peop75
20242136,,Loc39,Multiple,1,Fast,Whittlesea,Time65,Veh6,Event2,Peop76
20241255,,,Multiple,1,Fast,Hilltops,Time66,Veh1,Event2,Peop77
20242227,,,Single,1,,,Time67,Veh2,Event2,Peop78
20241053,,,Single,2,Fast,Forbes,Time68,Veh1,Event2,"Peop79, Peop80"
20243046,,,Single,2,Medium,Toowoomba,Time13,Veh1,Event2,"Peop81, Peop82"
20245107,,,Single,1,Medium,,Time69,Veh1,Event2,Peop83
20241080,Date2024124,Loc40,Single,1,Medium,Lake Macquarie,Time70,Veh1,Event2,Peop84
20242006,,,Multiple,1,,,Time71,Veh2,Event2,Peop85
20245130,,,Single,1,Fast,,Time72,Veh1,Event1,Peop86
20243044,,Loc41,Multiple,1,Fast,Livingstone,Time55,Veh3,Event2,Peop87
20246009,,,Multiple,1,Medium,Northern Midlands,Time73,Veh1,Event1,Peop88
20241274,,Loc42,Multiple,1,Fast,Blacktown,Time74,Veh1,Event2,Peop89
20242073,,,Multiple,1,,,Time75,Veh2,Event2,Peop90
20241240,,Loc43,Single,1,Medium,Dubbo Regional,Time76,Veh1,Event2,Peop91
20242035,,,Single,1,,,Time77,Veh2,Event2,Peop92
20243176,Date2024122,,Single,1,Medium,Cairns,Time1,Veh1,Event1,Peop93
20245006,,,Single,1,Medium,,Time78,Veh1,Event2,Peop94
20241181,,,Single,1,Fast,Balranald,Time79,Veh3,Event1,Peop95
20243110,,Loc44,Single,1,Medium,Lockhart River,Time80,Veh1,Event1,Peop96
20242037,,Loc45,Single,1,Fast,Golden Plains,Time81,Veh2,Event2,Peop97
20244044,,,Single,1,Fast,Light,Time82,Veh1,Event2,Peop98
20243090,,Loc46,Single,1,Medium,Ipswich,Time23,Veh1,Event2,Peop99
20243147,,,Single,1,Medium,Cassowary Coast,Time42,Veh1,Event2,Peop100
20245083,,,Single,1,Fast,,Time83,Veh1,Event2,Peop101
20244019,,Loc47,Single,1,Fast,Tumby Bay,Time84,Veh1,Event1,Peop102
20241194,,Loc48,Multiple,1,Medium,Liverpool,Time85,Veh7,Event2,Peop103
20241139,,Loc49,Multiple,1,Medium,Cumberland,Time86,Veh8,Event2,Peop104
20241197,,Loc50,Multiple,1,Fast,Muswellbrook,Time87,Veh3,Event2,Peop105
20243220,Date2024123,,Single,1,Fast,Cassowary Coast,Time88,Veh1,Event1,Peop106
20243267,,Loc51,Multiple,1,Fast,Moreton Bay,Time1,Veh1,Event2,Peop107
20241057,,Loc52,Single,1,Fast,Ballina,Time89,Veh1,Event2,Peop108
20245164,,,Single,1,Fast,,Time90,Veh1,Event2,Peop109
20243174,,,Multiple,1,Medium,Logan,Time26,Veh1,Event1,Peop110
20242148,,,Multiple,1,Fast,,Time46,Veh2,Event2,Peop111
20241166,,,Single,1,Fast,Kyogle,Time64,Veh1,Event1,Peop112
20247011,,,Single,1,,,Time91,Veh1,Event1,Peop113
20243213,Date2024115,,Multiple,1,Fast,Bundaberg,Time50,Veh3,Event2,Peop114
20241096,,,Single,1,Fast,Tenterfield,Time92,Veh1,Event2,Peop115
20242089,,Loc53,Multiple,1,Medium,Melbourne,Time93,Veh1,Event2,Peop116
20245012,,,Single,1,Medium,,Time94,Veh1,Event2,Peop117
20245070,,,Single,1,Fast,,Time18,Veh5,Event2,Peop118
20243073,,Loc54,Single,1,Medium,Brisbane,Time95,Veh1,Event2,Peop119
20242264,,,Multiple,1,,,Time96,Veh1,Event2,Peop120
20241027,,Loc55,Single,1,Fast,Snowy Valleys,Time96,Veh1,Event2,Peop121
20242018,,,Multiple,1,,,Time97,Veh1,Event2,Peop122
20241163,,,Single,1,Fast,Tamworth Regional,Time98,Veh1,Event2,Peop123
20243143,,,Single,1,Fast,Whitsunday,Time6,Veh1,Event2,Peop124
20241222,,,Multiple,1,Fast,Fairfield,Time99,Veh1,Event2,Peop125
20241218,,,Single,1,Fast,Yass Valley,Time100,Veh1,Event2,Peop126
20243249,Date2024115,,Single,1,Fast,Central Highlands (Qld),Time101,Veh1,Event2,Peop127
20243098,,,Multiple,1,Medium,Bundaberg,Time102,Veh1,Event2,Peop128
20242193,,,Single,1,,,Time103,Veh1,Event2,Peop129
20241306,,Loc56,Single,1,Medium,The Hills,Time104,Veh1,Event2,Peop130
20247002,Date2024111,,Multiple,1,,,Time105,Veh1,Event2,Peop131
20243037,Date2024111,,Single,1,Medium,Cairns,Time106,Veh1,Event2,Peop132
20244083,,Loc57,Single,1,Medium,Salisbury,Time107,Veh1,Event2,Peop133
20245145,,,Single,1,Fast,,Time108,Veh1,Event2,Peop134
20241196,,,Multiple,1,Medium,Port Stephens,Time5,Veh1,Event2,Peop135
20244028,,,Multiple,2,Fast,Yankalilla,Time109,Veh1,Event2,"Peop136, Peop137"
20243038,,,Single,1,Fast,Southern Downs,Time23,Veh1,Event2,Peop138
20242023,,Loc58,Multiple,1,Medium,Macedon Ranges,Time110,Veh3,Event2,Peop139
20242230,,Loc59,Multiple,1,Fast,Moyne,Time111,Veh1,Event2,Peop140
20242127,,Loc60,Multiple,1,Medium,Cardinia,Time112,Veh1,Event2,Peop141
20242120,,Loc61,Single,1,Fast,East Gippsland,Time113,Veh1,Event2,Peop142
20241106,,,Multiple,1,Medium,Ballina,Time114,Veh1,Event2,Peop143
20241230,,,Single,1,Medium,Hornsby,Time115,Veh1,Event2,Peop144
20241055,,,Single,1,Medium,Central Coast,Time116,Veh1,Event2,Peop145
20241267,,,Multiple,1,Medium,Muswellbrook,Time102,Veh1,Event2,Peop146
20242260,,,Multiple,1,Medium,Whittlesea,Time14,Veh1,Event2,Peop147
20242158,Date2024116,,Single,1,,,Time117,Veh1,Event2,Peop148
20242057,,,Single,1,Fast,Macedon Ranges,Time118,Veh1,Event2,Peop149
20242163,,,Single,1,,,Time106,Veh1,Event2,Peop150
20245098,,,Single,1,Medium,,Time51,Veh3,Event2,Peop151
20243153,,,Multiple,1,Fast,Mareeba,Time18,Veh3,Event2,Peop152
20242161,,,Single,1,Medium,Whittlesea,Time119,Veh1,Event2,Peop153
20243172,,Loc62,Single,1,Low,Rockhampton,Time95,Veh1,Event2,Peop155
20241236,,,Multiple,1,Medium,Mid-Coast,Time95,Veh1,Event2,Peop154
20245162,,,Single,1,Medium,,Time120,Veh1,Event2,Peop156
20242213,,,Single,1,,,Time80,Veh1,Event2,Peop157
20242005,,,Single,1,,,Time121,Veh1,Event2,Peop158
20241188,,,Single,1,Fast,Mid-Coast,Time122,Veh1,Event2,Peop159
20245056,,,Single,1,Medium,,Time54,Veh5,Event2,Peop160
20245008,,,Single,1,Medium,,Time123,Veh1,Event2,Peop161
20242114,,,Multiple,2,,,Time124,Veh1,Event2,"Peop162, Peop163"
20243191,,Loc63,Multiple,2,Fast,Ipswich,Time26,Veh1,Event2,"Peop164, Peop165"
20241256,,,Multiple,2,Fast,Muswellbrook,Time125,Veh1,Event2,"Peop166, Peop167"
20247006,,,Single,1,,,Time126,Veh1,Event2,Peop168
20242207,,,Single,1,,,Time127,Veh1,Event2,Peop169
20242019,,Loc64,Multiple,1,Fast,Glenelg,Time128,Veh1,Event2,Peop170
20243008,,,Multiple,1,Medium,Bundaberg,Time9,Veh8,Event2,Peop171
20243041,,,Single,1,Fast,Western Downs,Time129,Veh1,Event2,Peop173
20243001,,,Single,1,Medium,Douglas,Time129,Veh1,Event2,Peop172
20244021,,Loc65,Single,1,Medium,Port Adelaide Enfield,Time130,Veh1,Event2,Peop174
20243113,,,Single,1,Medium,Brisbane,Time13,Veh1,Event2,Peop175
20242050,,,Single,1,,,Time131,Veh1,Event2,Peop176
20242004,,,Multiple,1,,,Time132,Veh1,Event2,Peop177
20241107,,,Single,1,Fast,Cabonne,Time133,Veh1,Event2,Peop178
20243022,Date2024117,Loc66,Single,1,Medium,Gold Coast,Time88,Veh1,Event2,Peop179
20248002,,,Single,1,Medium,Unincorporated ACT,Time134,Veh1,Event2,Peop180
20242088,,Loc67,Single,1,Medium,Frankston,Time135,Veh1,Event2,Peop181
20241173,,,Single,2,Fast,Moree Plains,Time136,Veh3,Event2,"Peop182, Peop183"
20241004,,,Single,1,Medium,Parramatta,Time106,Veh1,Event2,Peop184
20246004,,,Multiple,1,Fast,Meander Valley,Time137,Veh7,Event2,Peop185
20241201,,Loc68,Multiple,1,Medium,Queanbeyan-Palerang Regional,Time138,Veh1,Event2,Peop186
20242124,,,Single,1,,,Time139,Veh1,Event2,Peop187
20241029,,Loc69,Single,1,Medium,Snowy Monaro Regional,Time140,Veh1,Event2,Peop188
20243005,,,Multiple,1,Medium,Bundaberg,Time80,Veh1,Event2,Peop189
20241261,,,Multiple,1,Fast,Wollongong,Time141,Veh1,Event2,Peop190
20244024,,,Single,1,Medium,Barossa,Time5,Veh1,Event2,Peop191
20245004,,,Single,1,Fast,,Time89,Veh5,Event2,Peop192
20245134,,,Single,1,Fast,,Time142,Veh1,Event2,Peop193
20241215,,,Multiple,1,Fast,Federation,Time62,Veh1,Event2,Peop194
20243186,,,Single,1,Medium,Toowoomba,Time64,Veh1,Event2,Peop195
20248006,,Loc70,Single,1,,,Time143,Veh1,Event2,Peop196
20243208,,Loc71,Single,1,Low,Brisbane,Time129,Veh1,Event2,Peop197
20241134,Date2024114,,Multiple,1,Medium,Blacktown,Time144,Veh1,Event2,Peop198
20243040,,,Multiple,2,Medium,Southern Downs,Time50,Veh7,Event2,"Peop199, Peop200"
20241263,,Loc72,Single,1,Medium,Cowra,Time1,Veh1,Event2,Peop201
20241302,,,Single,1,Fast,Goulburn Mulwaree,Time145,Veh1,Event2,Peop202
20241147,,,Single,1,Medium,The Hills,Time146,Veh1,Event2,Peop203
20243096,,,Single,1,Medium,Gympie,Time18,Veh1,Event2,Peop205
20243248,,Loc73,Multiple,1,Medium,Moreton Bay,Time18,Veh1,Event2,Peop204
20241150,,Loc74,Multiple,1,Medium,Willoughby,Time147,Veh8,Event2,Peop206
20241247,,,Multiple,1,Fast,Shoalhaven,Time82,Veh3,Event2,Peop207
20242051,,,Multiple,1,,,Time26,Veh1,Event2,Peop208
20242174,,,Multiple,1,,,Time148,Veh1,Event2,Peop209
20241234,,,Multiple,1,Fast,Queanbeyan-Palerang Regional,Time76,Veh1,Event2,Peop210
20242110,,,Multiple,1,Medium,Greater Bendigo,Time149,Veh1,Event2,Peop211
20242052,,Loc75,Multiple,1,Medium,Nillumbik,Time150,Veh5,Event2,Peop212
20243247,Date2024112,,Single,1,Fast,Western Downs,Time151,Veh1,Event2,Peop213
20243144,,,Multiple,1,Fast,Rockhampton,Time106,Veh3,Event2,Peop214
20242013,,,Single,1,,,Time152,Veh1,Event2,Peop215
20242008,,,Single,1,,,Time153,Veh1,Event2,Peop216
20241235,,Loc76,Multiple,1,Medium,Wollongong,Time154,Veh3,Event2,Peop217
20243087,,,Single,2,Fast,South Burnett,Time80,Veh1,Event2,"Peop218, Peop219"
20244061,,Loc77,Multiple,1,Fast,Tatiara,Time155,Veh1,Event2,Peop220
20241009,,,Single,1,Medium,Tweed,Time156,Veh1,Event2,Peop221
20241072,,Loc78,Multiple,1,Medium,Mid-Coast,Time55,Veh1,Event2,Peop222
20243129,,,Multiple,1,Fast,Ipswich,Time55,Veh3,Event2,Peop223
20242219,,Loc79,Multiple,1,Fast,Ararat,Time89,Veh5,Event2,Peop224
20241219,,,Multiple,1,Medium,Hawkesbury,Time157,Veh1,Event2,Peop225
20244010,,,Multiple,1,Fast,Light,Time158,Veh1,Event2,Peop226
20244040,,,Single,1,Medium,Salisbury,Time159,Veh1,Event2,Peop227
20243171,,,Single,1,Fast,Cairns,Time26,Veh1,Event2,Peop228
20242075,,,Single,1,Medium,Colac Otway,Time160,Veh1,Event2,Peop229
20243079,,,Single,1,Fast,McKinlay,Time64,Veh1,Event2,Peop230
20245103,,,Single,1,Medium,,Time161,Veh5,Event2,Peop231
20242068,,,Multiple,1,,,Time162,Veh1,Event2,Peop232
20241045,,,Multiple,1,Medium,Singleton,Time163,Veh1,Event2,Peop233
20243017,,Loc80,Multiple,2,Fast,Gladstone,Time13,Veh3,Event2,"Peop234, Peop235"
20242128,,,Single,1,,,Time164,Veh1,Event2,Peop236
20247024,Date2024113,,Single,2,,,Time165,Veh1,Event2,"Peop237, Peop238"
20241160,,,Multiple,1,Medium,Wagga Wagga,Time8,Veh5,Event2,Peop239
20241081,,,Multiple,1,Fast,Lithgow,Time101,Veh3,Event2,Peop240
20242103,,,Multiple,1,,,Time150,Veh1,Event2,Peop241
20241135,,,Multiple,1,Fast,Moree Plains,Time166,Veh1,Event2,Peop242
20241209,,Loc81,Multiple,1,Fast,Campbelltown,Time167,Veh3,Event2,Peop243
20245051,,,Single,1,Fast,,Time168,Veh1,Event2,Peop244
20242140,Date2024105,,Single,2,Fast,Moyne,Time169,Veh5,Event2,"Peop245, Peop246"
20242142,,,Single,1,Fast,Macedon Ranges,Time137,Veh1,Event2,Peop247
20243107,,,Multiple,1,Medium,Cairns,Time95,Veh1,Event2,Peop248
20243020,,Loc82,Multiple,1,Medium,Sunshine Coast,Time80,Veh1,Event2,Peop249
20241151,,,Single,1,Fast,Warrumbungle,Time170,Veh1,Event2,Peop250
20243158,,,Multiple,1,Fast,Whitsunday,Time42,Veh3,Event2,Peop251
20241286,,,Multiple,1,Medium,Upper Hunter,Time171,Veh1,Event2,Peop252
20243102,,,Multiple,1,Medium,Noosa,Time26,Veh1,Event2,Peop253
20241303,,,Single,1,Fast,Port Stephens,Time172,Veh1,Event2,Peop254
20246029,,,Single,1,Medium,West Tamar,Time173,Veh1,Event2,Peop255
20248005,,,Single,1,Medium,Unincorporated ACT,Time174,Veh1,Event2,Peop256
20243035,Date2024105,Loc83,Single,1,Medium,Moreton Bay,Time9,Veh1,Event2,Peop257
20244018,,,Single,1,Fast,Gawler,Time175,Veh1,Event2,Peop258
20241060,,,Single,2,Medium,Mid-Coast,Time102,Veh1,Event2,"Peop259, Peop260"
20242022,,,Multiple,1,Medium,Alpine,Time176,Veh5,Event2,Peop261
20241037,,,Single,1,Medium,Central Coast,Time177,Veh1,Event2,Peop262
20241257,,,Single,1,Medium,Cabonne,Time178,Veh1,Event2,Peop263
20241128,Date2024101,,Single,1,Fast,Blacktown,Time179,Veh1,Event2,Peop264
20243089,,,Single,1,Medium,Brisbane,Time50,Veh1,Event2,Peop265
20242181,Date2024101,Loc84,Single,1,Fast,Baw Baw,Time180,Veh1,Event2,Peop266
20243082,,Loc85,Multiple,1,Fast,Isaac,Time181,Veh3,Event2,Peop267
20245080,,,Single,1,Fast,,Time182,Veh1,Event2,Peop268
20243150,,,Multiple,1,Fast,Sunshine Coast,Time23,Veh1,Event2,Peop269
20245041,,,Single,1,Fast,,Time183,Veh1,Event2,Peop270
20242152,,,Multiple,1,,,Time184,Veh1,Event2,Peop271
20247010,,,Single,1,,,Time26,Veh1,Event2,Peop272
20245088,,,Single,1,Fast,,Time185,Veh3,Event2,Peop273
20243239,,Loc86,Single,1,Fast,Maranoa,Time101,Veh1,Event2,Peop275
20243170,,,Single,1,Medium,Brisbane,Time101,Veh1,Event2,Peop274
20242040,Date2024106,,Single,1,Fast,Southern Grampians,Time135,Veh3,Event2,Peop276
20243084,,,Multiple,1,Medium,Moreton Bay,Time1,Veh1,Event2,Peop277
20241030,,,Single,1,Medium,Cessnock,Time186,Veh1,Event2,Peop278
20245016,,,Single,3,Medium,,Time187,Veh1,Event2,"Peop279, Peop280, Peop281"
20243127,,,Multiple,1,Medium,Scenic Rim,Time181,Veh5,Event2,Peop282
20243003,,,Multiple,1,Fast,Somerset,Time55,Veh1,Event2,Peop283
20243266,,Loc87,Single,1,Medium,Hinchinbrook,Time6,Veh1,Event2,Peop284
20241042,,,Single,1,Medium,Blue Mountains,Time188,Veh1,Event2,Peop285
20243121,,,Single,1,Fast,Scenic Rim,Time23,Veh1,Event2,Peop286
20245124,,,Single,1,Medium,,Time189,Veh1,Event2,Peop287
20245043,,,Single,2,Fast,,Time190,Veh1,Event2,"Peop288, Peop289"
20245044,,,Single,1,Fast,,Time191,Veh1,Event2,Peop290
20241175,,,Multiple,1,Medium,Wollongong,Time163,Veh1,Event2,Peop291
20245061,Date2024107,,Single,1,Fast,,Time192,Veh1,Event2,Peop292
20243072,,Loc88,Single,1,Medium,Mackay,Time15,Veh1,Event2,Peop293
20242232,,Loc89,Single,1,,Stonnington,Time193,Veh1,Event2,Peop294
20244057,,,Single,1,Fast,Playford,Time117,Veh1,Event2,Peop295
20242173,,,Single,1,,,Time194,Veh1,Event2,Peop296
20241091,,Loc90,Single,1,Fast,Cobar,Time79,Veh1,Event2,Peop297
20243201,,,Multiple,1,Fast,South Burnett,Time18,Veh1,Event2,Peop298
20242135,,Loc91,Multiple,1,Fast,Ararat,Time195,Veh1,Event2,Peop299
20243225,,,Single,1,Medium,Somerset,Time95,Veh1,Event2,Peop300
20245116,,,Single,1,Medium,,Time196,Veh1,Event2,Peop301
20241167,,,Multiple,1,Medium,Campbelltown,Time40,Veh1,Event2,Peop302
20244060,,Loc92,Single,1,Fast,Adelaide Hills,Time6,Veh1,Event2,Peop303
20241268,,,Multiple,1,Fast,Bega Valley,Time6,Veh1,Event2,Peop304
20244013,,,Multiple,1,Medium,Tea Tree Gully,Time197,Veh1,Event2,Peop305
20245002,,,Single,1,Medium,,Time198,Veh1,Event2,Peop306
20243235,,,Multiple,2,Fast,Moreton Bay,Time23,Veh1,Event2,"Peop307, Peop308"
20244059,,,Multiple,2,Fast,Wattle Range,Time199,Veh1,Event2,"Peop309, Peop310"
20245015,,,Single,1,Medium,,Time200,Veh1,Event2,Peop311
20241266,,,Single,1,Medium,Kiama,Time124,Veh1,Event2,Peop312
20243131,,,Single,1,Medium,Moreton Bay,Time26,Veh1,Event2,Peop313
20245111,,,Single,1,Medium,,Time172,Veh1,Event2,Peop314
20242080,,,Single,1,Fast,Moyne,Time201,Veh1,Event2,Peop315
20245160,Date2024104,,Single,1,Fast,,Time202,Veh5,Event2,Peop316
20241287,,Loc93,Multiple,1,Fast,Wollondilly,Time203,Veh1,Event2,Peop317
20241152,,,Single,1,Fast,Mid-Coast,Time146,Veh1,Event2,Peop318
20243161,,,Multiple,1,Fast,Scenic Rim,Time181,Veh1,Event2,Peop319
20242042,,,Single,1,Medium,Casey,Time204,Veh1,Event2,Peop320
20243210,,,Single,1,Medium,Gladstone,Time18,Veh1,Event2,Peop321
20244025,,,Single,1,Fast,Northern Areas,Time154,Veh1,Event2,Peop322
20243088,,,Single,1,Medium,Tablelands,Time6,Veh1,Event2,Peop323
20241211,,Loc94,Multiple,2,Medium,Sydney,Time82,Veh8,Event2,"Peop324, Peop325"
20242007,,,Multiple,1,Fast,Murrindindi,Time205,Veh1,Event2,Peop326
20247050,,,Multiple,1,,,Time99,Veh1,Event2,Peop327
20245037,,,Single,1,Fast,,Time62,Veh1,Event2,Peop328
20241204,,,Multiple,1,Medium,Wollongong,Time206,Veh1,Event2,Peop329
20244062,,,Single,1,Medium,Port Adelaide Enfield,Time115,Veh1,Event2,Peop330
20241137,,Loc95,Multiple,1,Fast,Albury,Time207,Veh1,Event2,Peop331
20243117,,,Multiple,1,Medium,Gold Coast,Time64,Veh1,Event2,Peop332
20242081,,Loc96,Multiple,1,Medium,Boroondara,Time208,Veh1,Event2,Peop333
20242015,,,Multiple,1,,,Time209,Veh1,Event2,Peop334
20243206,,Loc97,Multiple,1,Medium,Redland,Time9,Veh1,Event2,Peop335
20242034,,,Single,1,,,Time210,Veh1,Event2,Peop336
20248003,,,Single,1,Medium,Unincorporated ACT,Time48,Veh1,Event2,Peop337
20244032,Date2024102,Loc98,Multiple,1,Fast,Playford,Time211,Veh1,Event2,Peop338
20241153,,,Multiple,1,Medium,Penrith,Time1,Veh1,Event2,Peop339
20242138,,,Multiple,1,Fast,South Gippsland,Time212,Veh1,Event2,Peop340
20243198,,Loc99,Single,1,Fast,Hinchinbrook,Time106,Veh1,Event2,Peop341
20243190,,,Single,1,Low,Moreton Bay,Time23,Veh1,Event2,Peop342
20242107,,,Single,1,Low,Boroondara,Time99,Veh1,Event2,Peop343
20243080,,,Single,1,Fast,Fraser Coast,Time101,Veh1,Event2,Peop344
20242204,,Loc100,Multiple,1,Medium,Yarra Ranges,Time150,Veh1,Event2,Peop345
20242139,,,Single,1,Medium,Colac Otway,Time213,Veh1,Event2,Peop346
20245086,,,Single,1,Medium,,Time214,Veh1,Event2,Peop347
20247026,Date2024103,,Single,1,,,Time215,Veh1,Event2,Peop348
20245063,,,Single,1,Fast,,Time216,Veh1,Event2,Peop349
20241103,,,Single,1,Medium,Bega Valley,Time217,Veh1,Event2,Peop350
20247025,,,Single,1,,,Time206,Veh1,Event2,Peop351
20242129,,Loc101,Single,1,Fast,Surf Coast,Time44,Veh1,Event2,Peop352
20244027,,,Multiple,1,Medium,Mount Barker,Time218,Veh1,Event2,Peop353
20243006,,,Single,1,Medium,Brisbane,Time26,Veh1,Event2,Peop354
20243108,,,Multiple,1,Fast,Bundaberg,Time64,Veh1,Event2,Peop355
20243212,,,Multiple,1,Medium,Gold Coast,Time101,Veh1,Event2,Peop356
20241237,,Loc102,Single,1,Medium,Cessnock,Time67,Veh1,Event2,Peop357
20241052,,,Single,1,Fast,Maitland,Time219,Veh1,Event2,Peop358
20241308,,,Single,1,Medium,Federation,Time220,Veh1,Event2,Peop359
20246027,Date2024095,,Single,1,Medium,Hobart,Time221,Veh1,Event2,Peop360
20244072,,Loc103,Single,1,Medium,Mitcham,Time181,Veh1,Event2,Peop361
20245125,,,Single,1,Fast,,Time222,Veh5,Event2,Peop362
20241195,,Loc104,Single,1,Medium,Clarence Valley,Time55,Veh1,Event2,Peop363
20244043,,Loc105,Multiple,1,Medium,Adelaide,Time223,Veh1,Event2,Peop364
20241102,,,Multiple,1,Medium,Penrith,Time224,Veh1,Event2,Peop365
