Crash ID,DateID,LocationID,Crash Type,Number Fatalities,Speed Limit,National LGA Name 2021,TimeID,VehicleID,EventID,PeopleID
20232001,,,Multiple,1,Fast,Unknown,Time669,Veh1,Event2,Peop2133
20233054,,,Multiple,1,Low,Brisbane,Time270,Veh5,Event2,Peop2135
20231241,,,Multiple,1,Medium,Orange,Time270,Veh8,Event2,Peop2134
20231048,,,Single,1,Fast,Berrigan,Time270,Veh1,Event2,Peop2136
20235142,,,Single,1,Medium,,Time670,Veh1,Event2,Peop2137
20232180,,,Multiple,1,Medium,Casey,Time671,Veh3,Event2,Peop2138
20231284,,,Multiple,1,Fast,Port Macquarie-Hastings,Time206,Veh1,Event2,Peop2139
20232261,,,Multiple,1,Fast,Unknown,Time115,Veh1,Event2,Peop2140
20235098,,,Single,1,Fast,,Time201,Veh1,Event2,Peop2141
20231222,,,Multiple,1,Medium,Port Macquarie-Hastings,Time64,Veh1,Event2,Peop2142
20233235,Date2023053,,Single,1,Fast,Brisbane,Time15,Veh1,Event2,Peop2143
20233243,,,Single,1,Fast,Bundaberg,Time50,Veh3,Event2,Peop2144
20235030,,,Single,1,Fast,,Time271,Veh1,Event2,Peop2145
20232102,,,Single,1,Medium,Darebin,Time19,Veh5,Event2,Peop2146
20232083,,,Multiple,1,Medium,Unknown,Time672,Veh1,Event2,Peop2147
20233062,,,Multiple,1,Medium,Bundaberg,Time80,Veh1,Event2,Peop2148
20233242,,,Multiple,1,Medium,Brisbane,Time42,Veh1,Event2,Peop2149
20234051,,,Multiple,1,Medium,Norwood Payneham and St Peters,Time617,Veh1,Event2,Peop2150
20232113,,,Multiple,1,Fast,Unknown,Time655,Veh3,Event2,Peop2151
20233034,,,Multiple,1,Medium,Toowoomba,Time101,Veh1,Event2,Peop2152
20232099,,,Multiple,1,Fast,Unknown,Time66,Veh5,Event2,Peop2153
20231247,,,Single,2,Medium,Shoalhaven,Time67,Veh1,Event2,"Peop2154, Peop2155"
20231072,,,Multiple,1,Fast,Shoalhaven,Time372,Veh1,Event2,Peop2156
20232066,,,Single,1,Medium,Unknown,Time454,Veh1,Event2,Peop2158
20235017,,,Single,1,Medium,,Time454,Veh1,Event2,Peop2157
20231125,,,Single,1,Low,Sydney,Time673,Veh1,Event2,Peop2159
20231032,Date2023045,,Multiple,4,Fast,Yass Valley,Time552,Veh1,Event3,"Peop2160, Peop2161, Peop2162, Peop2163"
20236008,,Loc163,Multiple,1,Fast,Sorell,Time674,Veh1,Event3,Peop2164
20231293,,Loc164,Multiple,1,Fast,Clarence Valley,Time119,Veh1,Event3,Peop2165
20231065,,,Multiple,1,Fast,Lithgow,Time675,Veh1,Event2,Peop2166
20234002,,,Single,1,Medium,Salisbury,Time676,Veh1,Event2,Peop2167
20231063,,,Single,1,Medium,Sydney,Time331,Veh1,Event2,Peop2168
20235137,,,Single,1,Fast,,Time441,Veh1,Event2,Peop2169
20233226,Date2023045,,Single,1,Medium,Ipswich,Time101,Veh1,Event3,Peop2170
20235067,,,Single,1,Medium,,Time9,Veh1,Event2,Peop2171
20234088,,,Single,1,Medium,West Torrens,Time213,Veh1,Event2,Peop2172
20233106,,,Single,1,Medium,Ipswich,Time13,Veh1,Event2,Peop2173
20232185,Date2023041,,Multiple,1,Medium,Unknown,Time51,Veh5,Event2,Peop2174
20231191,,,Multiple,1,Fast,Goulburn Mulwaree,Time552,Veh1,Event2,Peop2175
20235046,,,Single,1,Medium,,Time301,Veh1,Event3,Peop2176
20233215,,,Multiple,1,Fast,Townsville,Time6,Veh1,Event3,Peop2177
20231137,,,Single,1,Fast,Snowy Monaro Regional,Time677,Veh3,Event2,Peop2178
20232208,,,Multiple,1,Medium,Moonee Valley,Time76,Veh1,Event2,Peop2179
20231176,,,Single,1,Fast,Queanbeyan-Palerang Regional,Time102,Veh1,Event2,Peop2180
20235095,,,Single,1,Medium,,Time255,Veh1,Event2,Peop2181
20231217,,,Single,1,Medium,Tamworth Regional,Time312,Veh1,Event3,Peop2182
20232207,Date2023046,,Multiple,1,Medium,Cardinia,Time678,Veh1,Event2,Peop2183
20231298,,,Multiple,1,Fast,Yass Valley,Time277,Veh3,Event2,Peop2184
20232043,,,Multiple,1,Medium,Yarra Ranges,Time539,Veh1,Event2,Peop2185
20232238,,,Multiple,1,Medium,Wyndham,Time679,Veh1,Event2,Peop2186
20233026,,,Single,1,Medium,Townsville,Time106,Veh5,Event2,Peop2187
20237007,,,Single,1,Fast,MacDonnell,Time106,Veh1,Event3,Peop2188
20231142,,,Single,1,Medium,Cumberland,Time95,Veh1,Event2,Peop2189
20231290,,,Multiple,1,Medium,Tweed,Time680,Veh1,Event2,Peop2190
20231154,,,Multiple,1,Medium,Cumberland,Time681,Veh1,Event2,Peop2191
20231002,,,Single,1,Fast,Wagga Wagga,Time371,Veh1,Event2,Peop2192
20231015,,,Single,1,Fast,Cabonne,Time9,Veh1,Event2,Peop2193
20233033,,,Single,1,Medium,Cairns,Time9,Veh1,Event2,Peop2194
20234101,,,Single,1,Medium,Onkaparinga,Time287,Veh1,Event2,Peop2195
20233046,,,Single,1,Medium,Brisbane,Time13,Veh1,Event2,Peop2196
20236018,Date2023047,,Single,1,Fast,George Town,Time446,Veh1,Event3,Peop2197
20235145,,,Single,1,Fast,,Time94,Veh1,Event3,Peop2198
20231004,,,Single,1,Medium,Wollongong,Time53,Veh1,Event2,Peop2199
20235074,,,Single,1,Fast,,Time502,Veh1,Event2,Peop2200
20231066,,,Single,1,Fast,Wollondilly,Time351,Veh1,Event2,Peop2201
20232129,,,Single,2,Medium,Wangaratta,Time682,Veh1,Event3,"Peop2203, Peop2204"
20235014,,,Single,1,Medium,,Time682,Veh1,Event2,Peop2202
20232228,,,Single,1,Medium,Banyule,Time459,Veh1,Event2,Peop2205
20233141,,,Multiple,3,Medium,Fraser Coast,Time311,Veh1,Event2,"Peop2207, Peop2208, Peop2209"
20233107,,,Single,1,Fast,Western Downs,Time311,Veh1,Event2,Peop2206
20234070,Date2023044,,Single,1,Medium,Salisbury,Time50,Veh1,Event3,Peop2210
20231124,,,Single,1,Medium,Canterbury-Bankstown,Time411,Veh1,Event2,Peop2211
20233009,,,Single,1,Medium,Gold Coast,Time181,Veh1,Event2,Peop2212
20233091,,,Multiple,1,Medium,Sunshine Coast,Time18,Veh1,Event2,Peop2213
20235096,,,Single,1,Medium,,Time319,Veh1,Event2,Peop2214
20231081,,,Multiple,1,Medium,Richmond Valley,Time683,Veh1,Event2,Peop2215
20231131,,,Multiple,1,Fast,Snowy Monaro Regional,Time96,Veh5,Event2,Peop2216
20233086,,,Multiple,1,Fast,Bundaberg,Time80,Veh1,Event2,Peop2217
20232032,,,Multiple,5,Fast,Moira,Time684,Veh3,Event2,"Peop2218, Peop2219, Peop2220, Peop2221, Peop2222"
20232254,,,Single,1,Medium,Unknown,Time99,Veh3,Event2,Peop2224
20231203,,,Single,1,Medium,Hawkesbury,Time99,Veh1,Event3,Peop2223
20231148,,,Multiple,1,Medium,Canterbury-Bankstown,Time126,Veh1,Event2,Peop2225
20233248,,,Single,1,Medium,Logan,Time101,Veh1,Event3,Peop2226
20231050,,,Multiple,1,Medium,Central Coast,Time309,Veh1,Event2,Peop2227
20232159,Date2023042,,Single,1,Fast,Frankston,Time685,Veh1,Event2,Peop2228
20232029,,,Single,1,Medium,Greater Bendigo,Time15,Veh1,Event2,Peop2229
20232090,,,Single,1,Medium,Unknown,Time667,Veh1,Event2,Peop2230
20233230,,,Single,1,Medium,Brisbane,Time50,Veh1,Event2,Peop2231
20232178,,,Multiple,1,Medium,Unknown,Time146,Veh1,Event2,Peop2232
20235011,,,Single,1,Medium,,Time686,Veh1,Event2,Peop2233
20234104,,,Multiple,1,Medium,Marion,Time687,Veh1,Event2,Peop2234
20231192,,,Multiple,1,Medium,Canterbury-Bankstown,Time171,Veh1,Event2,Peop2235
20232195,,,Single,1,Medium,Unknown,Time688,Veh1,Event2,Peop2236
20232015,,,Multiple,1,Medium,Unknown,Time582,Veh1,Event2,Peop2237
20234098,,,Multiple,1,Medium,Salisbury,Time412,Veh1,Event2,Peop2238
20231132,,,Single,4,Medium,Leeton,Time689,Veh1,Event2,"Peop2239, Peop2240, Peop2241, Peop2242"
20233042,Date2023043,,Single,1,Medium,Logan,Time1,Veh1,Event2,Peop2243
20231224,,,Multiple,1,Medium,Central Coast,Time471,Veh1,Event2,Peop2244
20235026,,,Multiple,1,Medium,,Time690,Veh1,Event2,Peop2245
20235012,,,Single,1,Medium,,Time142,Veh5,Event2,Peop2246
20231003,,,Single,1,Fast,Balranald,Time265,Veh1,Event2,Peop2247
20233064,,,Multiple,1,Medium,Whitsunday,Time23,Veh1,Event2,Peop2248
20232077,,,Single,1,Fast,Unknown,Time289,Veh1,Event2,Peop2249
20231254,,,Single,1,Medium,Port Macquarie-Hastings,Time143,Veh1,Event2,Peop2250
20233060,,,Single,1,Fast,Moreton Bay,Time9,Veh1,Event2,Peop2251
20233061,Date2023035,,Single,1,Fast,Scenic Rim,Time88,Veh1,Event2,Peop2252
20233115,,,Single,1,Fast,Logan,Time15,Veh1,Event2,Peop2253
20233260,,,Single,1,Fast,Toowoomba,Time151,Veh1,Event2,Peop2254
20233227,,,Single,1,Fast,Tablelands,Time151,Veh1,Event2,Peop2255
20231230,,,Single,1,Fast,Byron,Time434,Veh3,Event2,Peop2256
20236020,,,Single,1,Fast,Dorset,Time542,Veh1,Event2,Peop2257
20232194,,,Multiple,1,Medium,Unknown,Time691,Veh1,Event2,Peop2258
20235112,,,Single,1,Fast,,Time692,Veh1,Event2,Peop2259
20234019,,,Multiple,1,Medium,Adelaide,Time122,Veh1,Event2,Peop2260
20234096,,,Multiple,1,Medium,Charles Sturt,Time250,Veh1,Event2,Peop2261
20231232,,,Multiple,1,Medium,Parramatta,Time511,Veh1,Event2,Peop2262
20234064,,,Multiple,1,Fast,Unincorporated SA,Time428,Veh1,Event2,Peop2263
20232117,,,Multiple,1,Low,Campaspe,Time111,Veh1,Event2,Peop2264
20231054,,,Single,1,Low,Sydney,Time74,Veh8,Event2,Peop2265
20235066,,,Single,1,Medium,,Time693,Veh1,Event2,Peop2266
20233049,,,Multiple,1,Fast,Scenic Rim,Time26,Veh1,Event2,Peop2267
20235078,,,Single,1,Fast,,Time694,Veh1,Event2,Peop2268
20234093,,,Single,1,Medium,Barossa,Time695,Veh1,Event2,Peop2269
20231287,,,Single,1,Medium,Randwick,Time260,Veh1,Event2,Peop2270
20231299,Date2023035,,Multiple,1,Medium,Maitland,Time287,Veh1,Event2,Peop2271
20235069,,,Single,1,Medium,,Time696,Veh1,Event2,Peop2272
20233244,Date2023031,,Multiple,1,Low,Gold Coast,Time1,Veh1,Event2,Peop2273
20231179,Date2023031,,Single,1,Medium,Kyogle,Time19,Veh5,Event2,Peop2274
20231267,,,Single,1,Fast,Newcastle,Time697,Veh1,Event2,Peop2275
20231265,,,Multiple,1,Medium,Central Coast,Time154,Veh1,Event2,Peop2276
20233084,,,Multiple,1,Fast,Moreton Bay,Time80,Veh5,Event2,Peop2277
20231269,,,Multiple,3,Fast,Campbelltown,Time54,Veh3,Event2,"Peop2278, Peop2279, Peop2280"
20233025,,,Single,1,Fast,Brisbane,Time6,Veh1,Event2,Peop2281
20234037,,,Multiple,2,Fast,Renmark Paringa,Time511,Veh1,Event2,"Peop2282, Peop2283"
20234030,,,Single,1,Medium,Salisbury,Time564,Veh1,Event2,Peop2284
20231144,,,Single,1,Medium,Parramatta,Time243,Veh1,Event2,Peop2285
20235100,,,Single,1,Medium,,Time698,Veh1,Event2,Peop2286
20233207,Date2023036,,Multiple,1,Medium,Logan,Time88,Veh1,Event2,Peop2287
20235114,,,Single,1,Fast,,Time500,Veh1,Event2,Peop2288
20234060,,,Multiple,1,Medium,Onkaparinga,Time313,Veh1,Event2,Peop2289
20235005,,,Single,1,Medium,,Time699,Veh1,Event2,Peop2290
20233099,,,Single,1,Medium,Cairns,Time136,Veh1,Event2,Peop2291
20232014,,,Single,1,Fast,Hume,Time585,Veh1,Event2,Peop2292
20232141,,,Multiple,1,Fast,Unknown,Time700,Veh1,Event2,Peop2293
20231216,,,Single,1,Fast,Tamworth Regional,Time337,Veh1,Event2,Peop2294
20234069,,,Single,1,Low,Adelaide,Time2,Veh1,Event2,Peop2295
20231172,,,Single,1,Fast,Inverell,Time72,Veh1,Event2,Peop2296
20233177,,,Multiple,1,Medium,Western Downs,Time95,Veh1,Event2,Peop2297
20232064,,,Multiple,2,Medium,Moira,Time701,Veh1,Event2,"Peop2298, Peop2299"
20232040,,,Multiple,1,Low,Unknown,Time230,Veh1,Event2,Peop2300
20235049,,,Single,1,Medium,,Time702,Veh1,Event2,Peop2301
20231120,,,Single,1,Medium,Coffs Harbour,Time368,Veh1,Event2,Peop2302
20231030,,,Single,1,Medium,Port Macquarie-Hastings,Time425,Veh1,Event2,Peop2303
20233257,,,Multiple,1,Medium,Moreton Bay,Time64,Veh3,Event2,Peop2304
20233057,,,Single,1,Fast,Somerset,Time102,Veh1,Event2,Peop2305
20233178,,,Multiple,1,Medium,Logan,Time129,Veh1,Event2,Peop2306
20231233,,,Single,3,Fast,Clarence Valley,Time48,Veh1,Event2,"Peop2307, Peop2308, Peop2309"
20234008,,,Multiple,1,Medium,Port Adelaide Enfield,Time291,Veh1,Event2,Peop2310
20232175,,,Multiple,1,Medium,Whittlesea,Time348,Veh1,Event2,Peop2311
20232046,Date2023037,,Multiple,1,Medium,Unknown,Time193,Veh1,Event2,Peop2312
20232197,,,Single,1,Fast,Wangaratta,Time6,Veh1,Event2,Peop2313
20235094,,,Single,1,Fast,,Time63,Veh1,Event2,Peop2314
20231186,,,Multiple,1,Medium,Tamworth Regional,Time42,Veh3,Event2,Peop2315
20232212,,,Single,1,Fast,Greater Shepparton,Time473,Veh1,Event2,Peop2316
20231235,,,Single,1,Fast,Murray River,Time101,Veh1,Event2,Peop2317
20235038,Date2023034,,Single,1,Fast,,Time703,Veh1,Event2,Peop2318
20233219,,,Multiple,1,Medium,Cairns,Time270,Veh1,Event2,Peop2319
20232151,,,Single,1,Medium,Northern Grampians,Time704,Veh1,Event2,Peop2320
20235024,,,Single,1,Fast,,Time414,Veh5,Event2,Peop2321
20233010,,,Single,1,Fast,Southern Downs,Time80,Veh1,Event2,Peop2322
20231058,,,Multiple,1,Medium,Eurobodalla,Time352,Veh1,Event2,Peop2323
20236015,,,Single,1,Fast,Kingborough,Time540,Veh1,Event2,Peop2324
20232070,,,Single,1,Medium,Wyndham,Time436,Veh1,Event2,Peop2325
20235065,,,Single,1,Fast,,Time705,Veh1,Event2,Peop2326
20234054,,,Single,1,Medium,Alexandrina,Time706,Veh1,Event2,Peop2327
20237002,,,Single,1,Fast,Victoria Daly,Time201,Veh3,Event2,Peop2328
20232206,,,Multiple,2,Fast,Greater Geelong,Time125,Veh1,Event2,"Peop2329, Peop2330"
20234090,,,Single,1,Medium,Playford,Time707,Veh1,Event2,Peop2331
20231049,,,Single,1,Medium,Coffs Harbour,Time708,Veh1,Event2,Peop2332
20232220,,,Single,1,Low,Melton,Time245,Veh1,Event2,Peop2333
20231134,,,Multiple,1,Medium,Shellharbour,Time13,Veh1,Event2,Peop2334
20235085,Date2023032,,Single,1,Medium,,Time365,Veh1,Event2,Peop2335
20234041,,,Multiple,1,Fast,Barunga West,Time318,Veh1,Event2,Peop2336
20233217,,,Multiple,1,Medium,Sunshine Coast,Time181,Veh1,Event2,Peop2337
20232049,,,Single,1,Fast,Unknown,Time79,Veh1,Event2,Peop2339
20231239,,,Multiple,1,Medium,Blacktown,Time79,Veh1,Event2,Peop2338
20231202,,,Multiple,1,Medium,Shoalhaven,Time704,Veh5,Event2,Peop2340
20235102,,,Single,1,Fast,,Time709,Veh1,Event2,Peop2341
20234009,,,Multiple,1,Fast,Wattle Range,Time170,Veh1,Event2,Peop2342
20233187,,,Single,1,Fast,Western Downs,Time55,Veh1,Event2,Peop2344
20233194,,,Single,1,Medium,Gympie,Time55,Veh5,Event2,Peop2343
20231105,,,Multiple,1,Medium,Cessnock,Time158,Veh1,Event2,Peop2345
20232134,,,Single,1,Fast,Baw Baw,Time188,Veh1,Event2,Peop2346
20235087,,,Single,1,Medium,,Time576,Veh1,Event2,Peop2347
20231077,,,Multiple,1,Medium,Hornsby,Time468,Veh1,Event2,Peop2348
20232093,Date2023033,,Single,1,Fast,Unknown,Time710,Veh3,Event2,Peop2349
20231031,,,Single,1,Fast,Goulburn Mulwaree,Time106,Veh3,Event2,Peop2350
20234065,,,Single,1,Medium,Onkaparinga,Time711,Veh1,Event2,Peop2351
20232091,,,Multiple,1,Medium,Monash,Time712,Veh5,Event2,Peop2352
20236023,,,Multiple,1,Medium,Launceston,Time286,Veh7,Event2,Peop2353
20234024,,,Multiple,2,Fast,Unincorporated SA,Time713,Veh1,Event2,"Peop2354, Peop2355"
20232123,,,Single,1,Medium,Unknown,Time545,Veh1,Event2,Peop2356
20232010,,,Single,1,Medium,Moreland,Time374,Veh1,Event2,Peop2357
20235141,,,Single,1,Fast,,Time697,Veh5,Event2,Peop2358
20233077,,,Single,1,Medium,Gold Coast,Time6,Veh5,Event2,Peop2359
20231094,,,Single,1,Medium,Sydney,Time714,Veh1,Event2,Peop2360
20231055,,,Multiple,1,Medium,Maitland,Time110,Veh1,Event2,Peop2361
20231270,,,Multiple,1,Medium,Lake Macquarie,Time110,Veh1,Event2,Peop2362
20231246,,,Multiple,1,Medium,Dubbo Regional,Time259,Veh1,Event2,Peop2363
20231275,,,Multiple,1,Medium,Hilltops,Time454,Veh5,Event2,Peop2364
20237020,,,Single,1,Medium,Darwin,Time459,Veh1,Event2,Peop2365
20234100,Date2023025,,Single,1,Low,Alexandrina,Time366,Veh1,Event2,Peop2366
20232106,,,Multiple,1,,Unknown,Time137,Veh1,Event2,Peop2367
20234073,,,Single,1,Medium,Copper Coast,Time715,Veh1,Event2,Peop2368
20233220,,,Multiple,1,Fast,Somerset,Time6,Veh5,Event2,Peop2369
20236002,,,Single,1,Medium,Burnie,Time511,Veh7,Event2,Peop2370
20231110,,,Multiple,1,Fast,Lockhart,Time99,Veh1,Event2,Peop2371
20233028,Date2023025,,Single,1,Medium,Brisbane,Time311,Veh1,Event2,Peop2372
20234074,,,Single,1,Fast,Wattle Range,Time311,Veh3,Event2,Peop2373
20233168,,,Single,1,Fast,Cloncurry,Time13,Veh1,Event2,Peop2374
20234047,,,Single,1,Fast,Naracoorte Lucindale,Time13,Veh1,Event2,Peop2375
20233171,Date2023021,,Multiple,1,Fast,Toowoomba,Time106,Veh1,Event2,Peop2376
20233055,,,Multiple,1,Medium,Sunshine Coast,Time181,Veh1,Event2,Peop2377
20232109,,,Multiple,1,Medium,Frankston,Time672,Veh1,Event2,Peop2378
20232213,,,Single,1,Fast,Unknown,Time510,Veh1,Event2,Peop2379
20234049,,,Single,1,Medium,Charles Sturt,Time716,Veh1,Event2,Peop2380
20231114,,,Multiple,1,Fast,Narrabri,Time60,Veh3,Event2,Peop2381
20231093,,,Multiple,1,Fast,Tweed,Time481,Veh1,Event2,Peop2382
20232230,,,Single,1,Low,Unknown,Time717,Veh1,Event2,Peop2383
20234050,,,Single,1,Fast,Southern Mallee,Time459,Veh1,Event2,Peop2384
20231130,,,Single,2,Fast,Upper Lachlan,Time548,Veh3,Event2,"Peop2385, Peop2386"
20233261,Date2023026,,Multiple,1,Fast,Somerset,Time270,Veh1,Event2,Peop2387
20233218,,,Multiple,1,Fast,Ipswich,Time181,Veh1,Event2,Peop2389
20235062,,,Single,1,Fast,,Time181,Veh3,Event2,Peop2388
20231257,,,Multiple,1,Medium,Goulburn Mulwaree,Time122,Veh1,Event2,Peop2390
20231112,,,Multiple,1,Fast,Greater Hume,Time6,Veh1,Event2,Peop2392
20233159,,,Multiple,1,Medium,Moreton Bay,Time6,Veh1,Event2,Peop2391
20233096,,,Single,1,Fast,Tablelands,Time23,Veh1,Event2,Peop2393
20231121,,,Multiple,1,Fast,Forbes,Time159,Veh3,Event2,Peop2394
20232089,,,Single,1,Medium,Unknown,Time718,Veh1,Event2,Peop2395
20232011,,,Multiple,1,Medium,Yarra Ranges,Time719,Veh1,Event2,Peop2396
20231237,,,Single,1,Fast,Gwydir,Time529,Veh1,Event2,Peop2397
20231096,,,Single,1,Medium,Wollondilly,Time49,Veh1,Event2,Peop2398
20233202,,,Single,1,Fast,Scenic Rim,Time13,Veh1,Event2,Peop2399
20235107,,,Single,1,Fast,,Time87,Veh1,Event2,Peop2400
20231017,Date2023027,,Single,2,Medium,Moree Plains,Time649,Veh1,Event2,"Peop2401, Peop2403"
20235120,,,Single,1,Medium,,Time649,Veh1,Event2,Peop2402
20232229,,,Single,1,Medium,Boroondara,Time720,Veh1,Event2,Peop2404
20233216,,,Multiple,1,Medium,Fraser Coast,Time181,Veh1,Event2,Peop2405
20235104,,,Multiple,1,Fast,,Time721,Veh1,Event2,Peop2406
20231169,,,Multiple,1,Low,Glen Innes Severn,Time95,Veh1,Event2,Peop2407
20231181,,,Single,1,Fast,Dubbo Regional,Time39,Veh1,Event2,Peop2408
20232024,,,Single,1,Fast,Unknown,Time352,Veh1,Event2,Peop2409
20231215,,,Multiple,1,Medium,Hornsby,Time722,Veh1,Event2,Peop2410
20231199,,,Single,1,Fast,Narrabri,Time6,Veh1,Event2,Peop2411
20236030,,,Single,1,Fast,Kentish,Time42,Veh1,Event2,Peop2412
20234092,,,Single,1,Fast,Goyder,Time9,Veh1,Event2,Peop2413
20231212,,,Multiple,1,Medium,Randwick,Time355,Veh1,Event2,Peop2414
20234040,,,Single,1,Medium,Marion,Time129,Veh1,Event2,Peop2415
20231208,Date2023024,,Single,1,Fast,Cobar,Time134,Veh1,Event2,Peop2416
20231069,,,Single,1,Fast,Mid-Coast,Time482,Veh3,Event2,Peop2417
20232149,,,Multiple,1,Medium,Brimbank,Time429,Veh3,Event2,Peop2418
20233082,,,Multiple,1,Medium,Brisbane,Time106,Veh1,Event2,Peop2419
20232140,,,Single,1,Medium,Maroondah,Time270,Veh1,Event2,Peop2420
20232071,,,Multiple,1,,Moreland,Time613,Veh1,Event2,Peop2421
20232167,,,Multiple,1,Medium,Melbourne,Time723,Veh5,Event2,Peop2422
20235138,,,Single,1,Medium,,Time724,Veh5,Event2,Peop2423
20232075,,,Multiple,1,Medium,Hobsons Bay,Time368,Veh3,Event2,Peop2424
20234028,,,Multiple,1,Fast,Adelaide Plains,Time329,Veh1,Event2,Peop2425
20231276,,,Multiple,1,Fast,Bellingen,Time273,Veh1,Event2,Peop2426
20235088,,,Single,1,Medium,,Time725,Veh5,Event2,Peop2427
20234072,,,Single,1,Fast,Flinders Ranges,Time125,Veh1,Event2,Peop2428
20234075,,,Multiple,1,Medium,Adelaide Plains,Time237,Veh1,Event2,Peop2429
20232053,,,Multiple,1,Medium,Banyule,Time527,Veh1,Event2,Peop2430
20233037,,,Multiple,1,Medium,Fraser Coast,Time102,Veh3,Event2,Peop2431
20233048,,,Single,1,Fast,Goondiwindi,Time129,Veh1,Event2,Peop2432
20234014,,,Single,1,Fast,Light,Time474,Veh1,Event2,Peop2433
20235133,,,Single,1,Fast,,Time726,Veh1,Event2,Peop2434
20238001,Date2023022,Loc165,Single,1,Medium,Unknown,Time727,Veh1,Event2,Peop2435
20232055,,,Multiple,1,Fast,Bass Coast,Time146,Veh5,Event2,Peop2436
20232148,,,Multiple,1,Fast,Moira,Time452,Veh5,Event2,Peop2437
20232060,,,Multiple,2,Fast,Yarriambiack,Time686,Veh5,Event2,"Peop2438, Peop2439"
20232193,,,Multiple,1,Medium,Unknown,Time158,Veh1,Event2,Peop2440
20232162,,,Single,1,Medium,Moonee Valley,Time81,Veh1,Event2,Peop2441
20232100,,,Single,1,Fast,Murrindindi,Time100,Veh3,Event2,Peop2442
20232233,,,Multiple,1,Fast,Greater Shepparton,Time728,Veh3,Event2,Peop2443
20235072,,,Single,1,Medium,,Time298,Veh1,Event2,Peop2444
20236033,,,Multiple,1,Fast,Meander Valley,Time177,Veh1,Event2,Peop2445
20232105,Date2023023,,Single,1,Medium,Moonee Valley,Time611,Veh1,Event2,Peop2446
20235106,,,Single,1,Fast,,Time217,Veh1,Event2,Peop2447
20232013,,,Single,1,Fast,West Wimmera,Time729,Veh1,Event2,Peop2448
20233225,,,Single,1,Fast,Gympie,Time42,Veh1,Event2,Peop2449
20232221,,,Multiple,1,Medium,South Gippsland,Time730,Veh1,Event2,Peop2450
20233147,,,Multiple,1,Fast,Mackay,Time101,Veh3,Event2,Peop2451
20234076,,,Single,1,Medium,Adelaide Hills,Time526,Veh1,Event2,Peop2452
20232176,,,Single,1,Medium,Frankston,Time731,Veh1,Event2,Peop2453
20231006,Date2023015,,Single,1,Fast,Tenterfield,Time313,Veh1,Event2,Peop2454
20233182,,,Single,1,Fast,Fraser Coast,Time50,Veh1,Event2,Peop2456
20233023,,,Single,1,Fast,Lockyer Valley,Time50,Veh1,Event2,Peop2455
20232132,,,Multiple,1,Fast,Greater Dandenong,Time732,Veh1,Event2,Peop2457
20232160,,,Multiple,1,Fast,Greater Bendigo,Time181,Veh1,Event2,Peop2458
20232036,,,Multiple,1,Fast,Indigo,Time568,Veh1,Event2,Peop2459
20233041,,,Multiple,1,Fast,Gold Coast,Time80,Veh1,Event2,Peop2460
20232179,,,Multiple,1,Medium,Whitehorse,Time481,Veh1,Event2,Peop2461
20232041,,,Single,2,Fast,Strathbogie,Time687,Veh1,Event2,"Peop2462, Peop2463"
20232253,,,Multiple,1,Medium,Greater Geelong,Time124,Veh1,Event2,Peop2464
20235076,,,Single,2,Fast,,Time114,Veh1,Event2,"Peop2465, Peop2466"
20233080,,,Multiple,1,Fast,Mareeba,Time26,Veh1,Event2,Peop2467
20231197,,,Multiple,1,Medium,Blacktown,Time725,Veh1,Event2,Peop2468
20233124,,,Multiple,1,Fast,Tablelands,Time64,Veh3,Event2,Peop2469
20233236,,,Multiple,1,Fast,Bundaberg,Time64,Veh1,Event2,Peop2470
20235086,,,Single,1,Medium,,Time733,Veh1,Event2,Peop2471
20231213,Date2023015,,Single,1,Fast,Central Coast,Time66,Veh1,Event2,Peop2472
20234081,,,Multiple,1,Medium,Port Adelaide Enfield,Time734,Veh1,Event2,Peop2473
20231041,,,Single,1,Medium,Lake Macquarie,Time735,Veh1,Event2,Peop2474
20233101,,,Single,1,Fast,Gympie,Time311,Veh3,Event2,Peop2475
20232155,,,Multiple,1,Fast,Campaspe,Time104,Veh1,Event2,Peop2476
20231282,,,Multiple,1,Medium,Inner West,Time548,Veh1,Event2,Peop2477
20234103,Date2023011,,Single,1,Medium,Campbelltown (SA),Time410,Veh1,Event1,Peop2478
20234097,Date2023011,,Single,1,Fast,Naracoorte Lucindale,Time293,Veh1,Event2,Peop2479
20232003,,,Single,1,Fast,West Wimmera,Time736,Veh1,Event2,Peop2480
20231196,,,Multiple,1,Fast,Muswellbrook,Time737,Veh5,Event2,Peop2481
20232078,,,Multiple,1,Fast,Loddon,Time138,Veh1,Event2,Peop2482
20233149,,,Single,2,Medium,Gympie,Time95,Veh5,Event2,"Peop2483, Peop2484"
20232164,,,Multiple,1,Fast,Southern Grampians,Time80,Veh3,Event2,Peop2485
20231001,,,Single,1,Fast,Penrith,Time109,Veh1,Event2,Peop2486
20235073,,,Single,1,Fast,,Time6,Veh1,Event2,Peop2487
20231060,,,Single,1,Fast,Yass Valley,Time265,Veh1,Event2,Peop2488
20232058,,,Multiple,1,Medium,Unknown,Time124,Veh5,Event2,Peop2489
20233188,,,Single,1,Fast,Isaac,Time9,Veh1,Event2,Peop2490
20233129,Date2023016,,Multiple,1,Medium,Scenic Rim,Time95,Veh1,Event2,Peop2491
20232161,,,Multiple,1,Medium,Casey,Time738,Veh1,Event2,Peop2492
