TimeID,Hour,TimeGroup
1258,12.0,Afternoon
1259,3.0,Early Morning
1260,0.0,Early Morning
1261,11.0,Morning
1262,4.0,Early Morning
1263,2.0,Early Morning
1264,19.0,Evening
1265,0.0,Early Morning
1266,15.0,Afternoon
1267,3.0,Early Morning
1268,6.0,Morning
1269,9.0,Morning
1270,4.0,Early Morning
1271,10.0,Morning
1272,0.0,Early Morning
1273,2.0,Early Morning
1274,12.0,Afternoon
1275,3.0,Early Morning
1276,9.0,Morning
1277,5.0,Early Morning
1278,23.0,Night
1279,7.0,Morning
1280,19.0,Evening
1281,13.0,Afternoon
1282,2.0,Early Morning
1283,4.0,Early Morning
1284,18.0,Evening
1285,0.0,Early Morning
1286,0.0,Early Morning
1287,11.0,Morning
1288,21.0,Night
1289,20.0,Evening
1290,1.0,Early Morning
1291,9.0,Morning
1292,15.0,Afternoon
1293,22.0,Night
1294,21.0,Night
1295,9.0,Morning
1296,20.0,Evening
1297,20.0,Evening
1298,7.0,Morning
1299,16.0,Afternoon
1300,10.0,Morning
1301,2.0,Early Morning
1302,9.0,Morning
1303,1.0,Early Morning
1304,9.0,Morning
1305,2.0,Early Morning
1306,4.0,Early Morning
1307,9.0,Morning
1308,2.0,Early Morning
1309,2.0,Early Morning
1310,5.0,Early Morning
1311,11.0,Morning
1312,20.0,Evening
1313,22.0,Night
1314,14.0,Afternoon
1315,4.0,Early Morning
1316,1.0,Early Morning
1317,6.0,Morning
1318,16.0,Afternoon
1319,2.0,Early Morning
1320,23.0,Night
1321,10.0,Morning
1322,18.0,Evening
1323,0.0,Early Morning
1324,23.0,Night
1325,9.0,Morning
1326,20.0,Evening
1327,22.0,Night
1328,5.0,Early Morning
1329,1.0,Early Morning
1330,19.0,Evening
1331,8.0,Morning
1332,18.0,Evening
1333,23.0,Night
1334,1.0,Early Morning
1335,4.0,Early Morning
1336,18.0,Evening
1337,1.0,Early Morning
1338,6.0,Morning
1339,2.0,Early Morning
1340,5.0,Early Morning
1341,7.0,Morning
1342,6.0,Morning
1343,5.0,Early Morning
1344,17.0,Afternoon
1345,10.0,Morning
1346,8.0,Morning
1347,0.0,Early Morning
1348,3.0,Early Morning
1349,6.0,Morning
1350,0.0,Early Morning
1351,1.0,Early Morning
1352,5.0,Early Morning
1353,2.0,Early Morning
1354,3.0,Early Morning
1355,9.0,Morning
1356,1.0,Early Morning
1357,4.0,Early Morning
1358,8.0,Morning
1359,4.0,Early Morning
1360,8.0,Morning
1361,2.0,Early Morning
1362,4.0,Early Morning
1363,1.0,Early Morning
1364,3.0,Early Morning
1365,3.0,Early Morning
1366,15.0,Afternoon
1367,11.0,Morning
1368,1.0,Early Morning
1369,5.0,Early Morning
1370,4.0,Early Morning
1371,4.0,Early Morning
1372,3.0,Early Morning
1373,13.0,Afternoon
1374,3.0,Early Morning
1375,3.0,Early Morning
1376,20.0,Evening
1377,0.0,Early Morning
1378,5.0,Early Morning
1379,12.0,Afternoon
1380,20.0,Evening
1381,3.0,Early Morning
1382,13.0,Afternoon
1383,21.0,Night
1384,23.0,Night
1385,3.0,Early Morning
1386,3.0,Early Morning
1387,1.0,Early Morning
1388,22.0,Night
1389,7.0,Morning
1390,3.0,Early Morning
1391,22.0,Night
1392,21.0,Night
1393,9.0,Morning
1394,3.0,Early Morning
1395,0.0,Early Morning
1396,4.0,Early Morning
1397,5.0,Early Morning
1398,9.0,Morning
1399,10.0,Morning
1400,6.0,Morning
1401,22.0,Night
1402,4.0,Early Morning
1403,2.0,Early Morning
1404,18.0,Evening
1405,7.0,Morning
1406,2.0,Early Morning
1407,2.0,Early Morning
1408,3.0,Early Morning
1409,5.0,Early Morning
1410,22.0,Night
1411,19.0,Evening
1412,3.0,Early Morning
1413,23.0,Night
1414,1.0,Early Morning
1415,1.0,Early Morning
1416,4.0,Early Morning
1417,23.0,Night
1418,8.0,Morning
1419,3.0,Early Morning
1420,22.0,Night
1421,6.0,Morning
